NoF,ALB,BET,DOL,LAG,OTHER,SHARK,YFT,image_file
1.45420325087e-11,6.46673896654e-08,1.38358700497e-07,1.74507144846e-10,8.19445222788e-09,1.22349968698e-11,6.66694588425e-10,0.999999761581,img_00442.jpg
1.05479450951e-07,0.934640288353,0.0137221897021,3.69560211766e-07,1.06887919173e-05,7.1805625339e-05,3.25117835018e-05,0.0515221506357,img_00446.jpg
3.59494356417e-06,0.534855186939,0.113135531545,0.00020475393103,0.00088923034491,0.000874025106896,0.000129467851366,0.349908173084,img_00469.jpg
6.33499780633e-07,0.88666331768,0.100502580404,3.36256880473e-06,5.11864091095e-05,0.012062644586,2.72911420325e-05,0.000689035106916,img_00473.jpg
3.68378372251e-09,0.566880643368,0.430163741112,2.39098113752e-07,2.23132332167e-07,8.38081632537e-06,1.36510116135e-05,0.0029330868274,img_00483.jpg
3.28317795173e-09,0.000123728386825,0.000146631107782,3.62115422092e-08,1.14348604257e-05,3.19578385977e-09,2.28309744443e-08,0.999718129635,img_00484.jpg
3.71175678993e-06,0.939452707767,0.0344281829894,0.0223593953997,0.000135223643156,7.62091003708e-05,2.29692032008e-05,0.00352158676833,img_00486.jpg
6.88940303917e-07,0.810782968998,0.012628454715,1.01168479887e-05,0.000131829016027,0.00123811908998,0.000428978150012,0.174778908491,img_00518.jpg
0.000146288701217,0.513685286045,0.00813724752516,0.00549585418776,0.0025143949315,0.000754910695832,0.311719447374,0.157546535134,img_00533.jpg
5.77477976549e-07,0.977923572063,0.000345736043528,5.0563462537e-06,0.00159903324675,7.01660537743e-05,9.53852941166e-06,0.0200462304056,img_00533.jpg
2.88886155886e-07,0.863307416439,0.0324617885053,0.000136275819386,0.000177470414201,0.000279127445538,5.23173821421e-06,0.103632330894,img_00538.jpg
4.54805189065e-07,0.190514326096,0.673937916756,4.03872290917e-05,7.53569793233e-07,0.135086983442,3.19327227771e-05,0.000387258274714,img_00538.jpg
5.66547520009e-09,0.00991631671786,0.0115455742925,1.24522230749e-07,4.29931696999e-06,1.55654653611e-08,4.51021293202e-07,0.97853320837,img_00538.jpg
9.21860099368e-09,0.997578918934,0.00187255837955,3.64311154044e-06,3.36050243277e-06,2.7522511914e-07,3.18351993656e-08,0.000541215995327,img_00543.jpg
1.94924427888e-06,0.248408183455,0.00172070588451,0.00146819080692,1.94776788476e-07,0.746880233288,0.000293270830298,0.00122728804126,img_00550.jpg
1.62313517649e-06,0.827358603477,0.0121394246817,0.000218032320845,6.35996286746e-07,0.148391410708,0.00134442758281,0.0105457985774,img_00551.jpg
7.38426876978e-07,0.741074740887,0.0257344190031,7.38910557629e-06,8.27975043194e-07,0.000468417565571,0.000530338089447,0.232183158398,img_00575.jpg
2.23666674515e-07,0.973805069923,0.0121942907572,4.36508780695e-05,3.15003962896e-05,0.00679737934843,1.07579955966e-06,0.00712686032057,img_00582.jpg
8.54639836234e-07,0.913768947124,0.000202242023079,0.0317833349109,1.21645996387e-07,0.00637398101389,9.52958798734e-05,0.0477752573788,img_00584.jpg
9.28548362332e-13,0.00119055353571,2.24295195039e-06,4.91466367603e-10,8.45146230777e-10,2.44059321364e-11,2.74025663272e-11,0.998807191849,img_00587.jpg
1.74552439169e-09,0.00314514921047,0.0243377294391,3.25433660464e-07,5.39827055945e-07,2.80808626485e-06,3.22784899254e-06,0.972510278225,img_00590.jpg
1.80163950425e-09,3.19113714795e-05,0.000349026231561,7.09903380525e-09,8.17554450805e-07,4.61414174424e-07,6.27550150512e-07,0.999617099762,img_00591.jpg
3.86000031938e-08,0.782849907875,0.186139822006,1.06659842913e-06,8.46151579026e-07,0.0295079015195,4.06895451306e-05,0.00145973567851,img_00598.jpg
9.77918546141e-09,0.999457299709,1.53837572725e-05,2.30914952226e-06,8.78841001395e-06,0.000482081901282,1.22734817865e-07,3.39934995282e-05,img_00598.jpg
5.69085386815e-06,0.712676584721,0.087360702455,0.000392893503886,0.000931667687837,0.196140795946,1.88821195479e-05,0.00247279717587,img_00598.jpg
2.4306663704e-07,0.245463117957,0.0085423309356,6.86962266627e-06,1.8481450752e-05,1.46985994434e-05,7.84440853749e-05,0.745875895023,img_00599.jpg
3.82927538567e-08,0.950656712055,0.0204475224018,3.35234653903e-05,1.65471408309e-06,0.0261023640633,3.87017007597e-06,0.00275431806222,img_00612.jpg
1.83457530056e-06,0.567294478416,0.278827369213,0.10130867362,5.42145301097e-07,0.0497038178146,4.697739314e-06,0.0028586264234,img_00620.jpg
2.91667248575e-07,1.18368257063e-06,2.11248197957e-06,3.86214118464e-08,0.999989509583,4.38253593416e-08,5.13884879094e-10,6.89570333634e-06,img_00642.jpg
6.38003072595e-08,0.00117118447088,0.000496479740832,7.38871585781e-06,8.12542850781e-07,8.62451179273e-06,0.000151667569298,0.998163878918,img_00646.jpg
1.66323754769e-09,0.999712646008,0.000226949792705,4.98604038057e-08,4.03698368245e-06,3.33547632181e-07,1.2774279412e-08,5.59247600904e-05,img_00648.jpg
2.75350635093e-06,0.0818654224277,0.000904659566004,7.28518498363e-05,7.14749319286e-07,0.473490417004,0.416397660971,0.027265580371,img_00650.jpg
1.85759865823e-10,0.876601994038,0.00461293570697,4.66416736344e-08,1.34618538539e-09,9.12861924007e-06,3.73916497765e-09,0.118775904179,img_00664.jpg
1.02119276577e-11,8.63869065171e-09,6.6538305532e-08,7.39925987148e-09,2.6774895634e-09,2.8294931502e-12,5.93070037525e-10,0.999999880791,img_00697.jpg
2.96598898331e-07,0.135260984302,0.0306388363242,3.53821451426e-05,6.95933849784e-05,0.830913424492,5.42605121154e-05,0.00302724423818,img_00708.jpg
2.13537854066e-09,0.0015134033747,0.129955023527,4.59458249225e-08,2.42233994641e-07,0.86845934391,3.01493692234e-08,7.19577874406e-05,img_00716.jpg
2.27833574229e-08,0.0499911680818,0.548482477665,1.35541704367e-05,1.03916093508e-07,0.40144944191,6.05540094512e-07,6.27271801932e-05,img_00717.jpg
1.09179929098e-07,0.980393648148,0.0131011623889,4.10352549807e-05,1.06331181087e-05,0.00574757391587,7.56381552947e-07,0.00070502696326,img_00718.jpg
2.75983211395e-06,0.0139102358371,0.0022861121688,0.000184576507309,1.3126622207e-06,2.21719928959e-05,0.192708790302,0.790884017944,img_00724.jpg
1.4476680299e-08,0.992927134037,0.00252536707558,2.18481218894e-07,6.00632574788e-08,0.000483145762701,5.18601773365e-05,0.00401221448556,img_00726.jpg
1.44672399061e-10,2.37969998125e-05,4.54346991319e-06,1.19011209776e-08,1.24830714654e-08,2.29162488985e-09,2.94040103377e-09,0.999971628189,img_00730.jpg
9.07175756737e-09,0.993002593517,0.00250310823321,0.000163914650329,1.62369993006e-08,0.00428431294858,2.73978366749e-06,4.32012238889e-05,img_00757.jpg
2.32388206456e-08,9.71208123701e-07,2.69454858426e-07,1.23377319472e-09,0.999996781349,2.62568011777e-08,5.82496204049e-11,2.01305624614e-06,img_00760.jpg
8.16873296117e-07,0.000533879734576,0.00981245655566,0.000564577640034,1.4537219613e-05,2.96251158716e-07,3.04153149955e-06,0.989070415497,img_00764.jpg
1.273079836e-10,0.000940510246437,0.976246953011,6.88886031552e-11,1.71504859736e-06,8.57824943523e-07,3.38528934662e-07,0.0228096209466,img_00765.jpg
2.42549558607e-05,0.018984567374,0.000826646399219,0.820756971836,1.64297864558e-06,0.0906701385975,0.00060866761487,0.068127155304,img_00772.jpg
7.08080392542e-07,0.118280172348,0.0165025461465,0.00160603504628,5.98593956624e-08,0.863001704216,0.000445130834123,0.000163618431543,img_00777.jpg
1.49532315419e-08,0.00395244546235,0.00034559291089,5.84870667808e-06,2.38959234622e-08,0.000646274420433,5.44006979908e-06,0.995044350624,img_00780.jpg
1.98582620214e-06,0.733299851418,0.230391770601,7.68915997469e-05,0.0107121979818,0.000127484614495,8.09126413515e-06,0.0253817941993,img_00798.jpg
7.04174496491e-08,0.99302226305,0.000961619545706,1.42016529026e-06,1.6327112462e-05,0.00128581211902,2.08964092963e-06,0.00471035018563,img_00808.jpg
8.27914107049e-07,0.271292835474,0.725816905499,2.06668864848e-05,0.00110291480087,0.000261011504335,9.04506407551e-07,0.00150396127719,img_00808.jpg
8.69926850555e-08,0.774564504623,0.0111134182662,0.000389749126043,2.85353252139e-08,0.049930177629,0.00241605029441,0.161585897207,img_00816.jpg
8.07219657872e-06,0.738499581814,0.0296119917184,0.000177277310286,0.000168901766301,0.177521631122,0.00768781639636,0.0463247708976,img_00833.jpg
7.22431725553e-10,0.479409515858,0.0640292838216,2.09301015275e-06,5.91632354219e-10,0.456369638443,1.03337233668e-05,0.000179203067091,img_00837.jpg
2.15218892663e-06,0.240274548531,0.00914569105953,7.86437667557e-05,1.05448516479e-05,0.750279605389,6.41071528662e-05,0.000144716730574,img_00837.jpg
2.15129176695e-07,0.94467484951,0.00304205529392,4.52482254332e-06,1.1192510101e-05,0.0350336581469,6.02619729761e-05,0.0171731114388,img_00855.jpg
4.31070908136e-11,0.791743457317,0.204187870026,3.94624510847e-09,1.02073705044e-09,0.00287432735786,4.02695699009e-09,0.00119435659144,img_00857.jpg
4.10866596212e-06,0.934858858585,0.0302697438747,3.84562736144e-05,4.57468740933e-06,0.0168363992125,0.0085394596681,0.00944838207215,img_00858.jpg
1.16714738851e-06,0.632542490959,0.269942671061,4.57635105704e-05,0.000112374036689,0.0969484820962,2.32851198234e-05,0.000383728271117,img_00865.jpg
1.3409314306e-05,0.12443266809,0.775119304657,0.00168446113821,3.09701908918e-06,0.0975588932633,0.00095049419906,0.000237629326875,img_00865.jpg
3.72982214003e-07,0.312705934048,0.640328288078,0.000247725693043,6.11685777585e-07,0.00245979381725,0.000233598606428,0.0440237112343,img_00865.jpg
6.68190637043e-07,0.000172272528289,0.000165658333572,2.16714184376e-08,6.9020978799e-07,0.000121933138871,0.999253094196,0.000285653833998,img_00902.jpg
5.48927589462e-16,2.17676698888e-09,3.01712077544e-08,1.96118186795e-12,9.83007620615e-14,1.38209612144e-14,4.94330921683e-13,1.0,img_00914.jpg
9.01966643596e-07,0.518699944019,0.00433697970584,4.77821813547e-05,1.45786145822e-06,0.397786945105,0.0660499632359,0.0130760995671,img_00921.jpg
2.57256171921e-08,0.0010195155628,0.00104571518023,3.41223062605e-06,2.65444373326e-06,1.67188875366e-06,1.91569506569e-06,0.997925043106,img_00927.jpg
1.78188075406e-10,0.602577626705,0.287936151028,1.43159173405e-08,3.139163951e-08,8.05669003512e-07,1.09824725314e-07,0.109485246241,img_00943.jpg
2.71697729204e-07,0.976930499077,0.000188418722246,3.39661232829e-06,1.07148629525e-07,0.020493388176,0.000190293721971,0.00219366326928,img_00959.jpg
2.10951696999e-07,0.0211713388562,0.0178084895015,0.00128044758458,5.95126493863e-07,0.00135371717624,8.11064455775e-06,0.95837700367,img_00962.jpg
3.06471688305e-11,3.40161410151e-09,1.14256275552e-08,1.0,6.52132319499e-13,5.57699164627e-10,1.26220395247e-10,7.89811660518e-10,img_00964.jpg
5.92156532142e-11,3.66196923096e-06,7.66226185078e-06,4.58421531846e-08,9.14712039446e-09,5.84597537046e-10,2.10567936421e-08,0.999988555908,img_00979.jpg
6.91082561843e-07,0.994456112385,0.00305442535318,1.80299266503e-05,0.000111351902888,0.00216674036346,0.000103340018541,8.93283213372e-05,img_00985.jpg
4.73773343401e-06,0.807802081108,0.0527239851654,5.07795994054e-05,0.000159369403264,0.0272206738591,0.00243895873427,0.109599329531,img_00985.jpg
7.58889306951e-09,0.0331279486418,0.0472629144788,2.26987779683e-07,3.72875510948e-05,5.47338859178e-05,3.92286523265e-07,0.919516444206,img_00985.jpg
3.48167304765e-06,0.886729776859,0.00487402593717,0.000107514715637,0.00129584025126,0.00265242578462,0.0160005912185,0.0883364155889,img_00999.jpg
4.03705007557e-06,0.0249927695841,0.000184264674317,3.60378471669e-05,4.0349673327e-06,0.000221395719564,0.962471365929,0.012086102739,img_00999.jpg
1.91117859316e-08,0.431443333626,7.42884585634e-05,4.92911885885e-06,5.79136951728e-07,0.568458497524,8.15293901724e-07,1.75146215042e-05,img_01022.jpg
5.94501614604e-10,0.998852372169,0.000116298091598,0.000129643070977,4.14561831044e-12,0.000830070930533,2.62713996335e-07,7.13630361133e-05,img_01031.jpg
2.18321019929e-06,0.470519155264,0.00705307070166,0.000127667299239,3.54588564733e-07,0.520620822906,0.000998329604045,0.000678375479765,img_01031.jpg
1.76957280473e-06,0.0778300911188,0.0497575215995,0.000172783911694,9.45963506638e-07,0.871593117714,0.000366869673599,0.000276865961496,img_01035.jpg
1.33606786658e-12,1.25707060761e-07,6.10867573414e-07,1.04250635902e-10,5.55656735901e-11,1.22148749448e-10,7.80215059226e-10,0.999999284744,img_01059.jpg
1.23196994273e-10,7.57984253141e-07,9.28952431423e-07,6.72259248269e-10,4.03039109642e-07,4.44851403977e-12,3.9342535274e-07,0.999997615814,img_01103.jpg
2.82080492298e-08,0.284874945879,0.397942095995,3.56957971235e-05,2.57767965195e-06,0.315573602915,6.1521218413e-06,0.00156490970403,img_01116.jpg
2.03713099722e-08,0.923125743866,0.00412137294188,1.03831371234e-06,9.95137483528e-08,3.42075436492e-05,2.39578621404e-05,0.072693541646,img_01134.jpg
3.42922357177e-10,0.99909734726,0.000209556703339,2.85963324131e-06,1.09204645327e-08,0.000645398511551,3.36860672689e-08,4.48355458502e-05,img_01179.jpg
1.58142347573e-06,0.0253305267543,0.915518939495,7.97354277893e-06,0.0312252361327,0.00860412232578,7.93036178948e-06,0.0193037241697,img_01188.jpg
2.06149031179e-09,0.40976652503,0.589495182037,2.65704079538e-06,2.01621332963e-05,6.03885041528e-07,8.98589291864e-08,0.000714880996384,img_01211.jpg
3.70385688266e-13,0.999967455864,3.61349421496e-08,1.94646743168e-10,5.89248511096e-11,3.14659700962e-05,5.77632950152e-12,1.04104469756e-06,img_01213.jpg
2.14485946365e-11,0.000477073685033,0.999377429485,2.01314298565e-10,1.42380818247e-08,4.29977831118e-08,5.30214760985e-09,0.000145474841702,img_01213.jpg
3.20709223161e-05,0.592795848846,0.0759152397513,0.00200533145107,0.00777217466384,0.00116559828166,0.000127146951854,0.32018661499,img_01222.jpg
1.76909109584e-09,3.78246804758e-05,8.84719884198e-06,0.00030809501186,2.55780943093e-08,4.95775420717e-09,2.71815451924e-07,0.999644994736,img_01224.jpg
1.30648911828e-11,1.72505765228e-09,6.28913170431e-08,6.16239059781e-10,6.10590644712e-09,1.26789681185e-12,4.2899541558e-11,0.999999880791,img_01253.jpg
1.10624986949e-09,7.17494276614e-06,1.08762333184e-05,1.93182252417e-08,1.34212200464e-06,6.24468143862e-10,4.6490100658e-09,0.999980568886,img_01286.jpg
3.29977989377e-11,1.79406720235e-06,3.51769494955e-06,7.23706117256e-09,1.29090560463e-09,7.49843120929e-09,3.14808046298e-09,0.999994635582,img_01289.jpg
4.62648613864e-10,0.999969124794,2.61064069491e-05,3.15477635127e-08,3.78092721576e-07,1.616857503e-06,2.45669595778e-10,2.71586532108e-06,img_01328.jpg
1.10459268399e-08,0.179898172617,0.791109740734,5.05675780005e-06,2.26703605222e-07,6.91804452799e-05,7.4616633583e-07,0.0289168711752,img_01328.jpg
3.95266079067e-06,0.948795258999,0.00303343962878,0.000214531202801,0.000141812430229,0.0453261695802,5.29474782525e-05,0.00243194354698,img_01366.jpg
7.16251780108e-11,0.99956792593,0.000309346651193,1.29497834678e-08,2.15781259527e-08,4.15524700657e-05,8.166137766e-10,8.1174672232e-05,img_01371.jpg
6.44329304578e-07,0.466335535049,0.0168462023139,0.468247592449,2.82657638309e-05,0.000488726596814,5.33415857262e-07,0.0480524972081,img_01379.jpg
6.01841065873e-07,0.482861399651,0.00273627834395,0.000604280852713,9.91313754639e-07,0.507099449635,0.000218367524212,0.00647872220725,img_01384.jpg
2.10751508689e-07,0.984719157219,0.0144659187645,8.9593740995e-06,1.02958729258e-05,0.000432767614257,2.53707844422e-06,0.000360093225027,img_01388.jpg
3.06474817746e-10,0.907488524914,0.0921427831054,5.66405367053e-09,4.01355126911e-09,0.000186256031157,1.31505245804e-07,0.000182252450031,img_01388.jpg
9.63377733143e-09,2.54673591371e-06,2.92971321869e-06,0.999988794327,3.2291691543e-10,4.38653023593e-06,9.14154725251e-08,1.28018859868e-06,img_01392.jpg
9.10581604785e-07,0.000472867075587,0.441981762648,0.00191808026284,4.32079286838e-06,0.0075647123158,0.00104339234531,0.547014057636,img_01399.jpg
3.85546101711e-08,0.97407746315,0.000736351765227,7.44106046113e-07,0.000210489612073,0.00184259284288,3.22647437656e-08,0.0231322515756,img_01404.jpg
3.93889567931e-05,0.133726105094,0.483918994665,0.00853102933615,1.5847332179e-05,0.371558487415,0.00204765796661,0.000162489130162,img_01405.jpg
1.24261734236e-09,0.999350249767,0.000112147346954,4.01030803232e-07,1.91148830098e-09,0.00051073927898,4.31047601523e-06,2.20616711886e-05,img_01413.jpg
3.93574623558e-07,0.000877402781043,0.000355769589078,7.712738892e-08,1.79997513783e-07,7.85586817074e-05,0.961573421955,0.0371141731739,img_01426.jpg
1.59375201925e-09,1.0524137906e-05,5.47912168258e-05,1.8719882533e-08,7.99283441211e-07,7.92674606509e-11,5.96920486373e-08,0.999933838844,img_01441.jpg
1.91464391719e-06,0.540672183037,0.0179579742253,1.23410618471e-05,1.79139278771e-05,0.00740059604868,0.0502029806376,0.383734107018,img_01444.jpg
1.29688999095e-07,0.00261027435772,0.0003952413972,0.000159041170264,4.5073178967e-07,0.000196309483727,1.35438431244e-05,0.996624946594,img_01490.jpg
9.83274958344e-07,0.781259596348,0.0845517963171,6.82588361087e-05,3.38414747603e-06,0.000760219758376,0.00852158758789,0.124834172428,img_01495.jpg
2.14025330934e-05,0.240623012185,0.0305268932134,0.000458392081782,0.0356885679066,0.00283268978819,1.81836094271e-05,0.689830899239,img_01495.jpg
7.08558118845e-08,0.308908194304,0.689853608608,0.000818025728222,2.74490332686e-07,0.000167114121723,8.08612867331e-07,0.000251942954492,img_01511.jpg
