NoF,ALB,BET,DOL,LAG,OTHER,SHARK,YFT,image_file,crop_index
4.65056047005e-08,5.63039293411e-06,2.14382922081e-07,9.62552277883e-08,1.61576707569e-09,2.1780113002e-06,0.999982535839,9.29686302698e-06,img_00129.jpg,0.0
2.41755685693e-07,0.24490211904,0.753885746002,1.171889744e-05,7.2759635259e-06,7.09218656993e-05,0.000208738943911,0.00091334147146,img_00138.jpg,0.0
5.45583760461e-12,3.4449428199e-08,1.89303909792e-06,4.85241002934e-08,1.48517642629e-10,1.82966489182e-10,1.48208139095e-08,0.999997913837,img_00141.jpg,0.0
4.01421772267e-07,0.0556024797261,0.0373536422849,4.39312570961e-05,1.35742209295e-06,0.00434919213876,0.00224084220827,0.90040820837,img_00152.jpg,0.0
2.09423242264e-15,2.66556204193e-11,5.54193461955e-11,1.76896637529e-12,9.13136753711e-14,1.51097853711e-14,9.26051509781e-12,1.0,img_00161.jpg,0.0
6.73647309668e-06,0.0670703276992,0.00215576216578,0.000102376965515,0.927282512188,0.000283853529254,2.63136797685e-07,0.00309823080897,img_00170.jpg,0.0
2.38003190134e-06,0.870684444904,0.000652126560453,0.114022143185,7.56079498387e-06,0.0134510323405,3.28371061187e-05,0.0011474796338,img_00171.jpg,0.0
8.31672437585e-08,0.962551116943,0.000225822281209,2.15693071368e-05,2.16852049562e-06,0.0338458195329,1.7895066776e-05,0.00333553925157,img_00175.jpg,0.0
2.26229964124e-15,1.67668434692e-10,2.74711624976e-11,4.97016978355e-14,5.31680298746e-12,2.77869039762e-14,3.08426721662e-12,1.0,img_00180.jpg,0.0
1.95355960386e-06,0.585651099682,0.000260771630565,0.000247708841925,0.0669151470065,9.67026153376e-07,3.07359101726e-07,0.346922069788,img_00212.jpg,0.0
1.23159989152e-11,0.999484777451,2.3523627533e-05,1.78949463248e-07,3.59000051908e-10,7.01832459526e-06,1.08573487978e-06,0.000483374809846,img_00223.jpg,0.0
7.97100330185e-10,0.636830985546,0.361436009407,3.79589323529e-07,2.75610005929e-07,0.000396968796849,1.67985149346e-07,0.00133514089976,img_00230.jpg,0.0
4.62039757565e-08,0.980156004429,0.00528937065974,2.19153589569e-05,7.02896795701e-06,0.00703723914921,3.6933208321e-05,0.00745150959119,img_00230.jpg,1.0
3.00491698191e-09,0.80925911665,0.00103179935832,9.05555043573e-06,3.02667615415e-08,0.177891299129,4.44352508566e-06,0.0118042975664,img_00230.jpg,2.0
9.34820718612e-08,0.413595885038,0.0326887927949,0.000233512328123,1.65652534179e-06,0.553216278553,9.35541811486e-06,0.000254365440924,img_00230.jpg,3.0
5.7332454162e-07,0.000399479991756,8.68257120601e-05,6.52897398368e-08,6.48980673645e-08,3.3586180507e-05,0.997983932495,0.00149547273759,img_00232.jpg,0.0
1.28864530158e-09,0.983887851238,0.00714499875903,4.29044234806e-07,2.86304202746e-06,0.00878527481109,2.93890639114e-06,0.000175675842911,img_00244.jpg,0.0
1.16620283919e-14,0.98713093996,4.94904315929e-06,3.36968675185e-09,1.31085073352e-12,5.08477285166e-07,4.90547202858e-09,0.0128636239097,img_00280.jpg,0.0
1.22293130289e-07,0.994141876698,0.000547225470655,3.2654581446e-05,1.51465337694e-06,0.00216346466914,0.000239724948187,0.00287338602357,img_00282.jpg,0.0
2.47481896087e-11,0.0633699446917,1.19244177768e-05,5.84050718899e-09,3.4154848394e-10,2.59463399743e-06,0.000266987277428,0.936348497868,img_00285.jpg,0.0
3.18896020701e-08,0.754549562931,0.199766293168,8.23983828013e-06,7.01958488207e-05,0.00614243419841,2.70489886134e-06,0.039460554719,img_00292.jpg,0.0
2.93570412424e-08,0.829868793488,0.125600233674,4.21507223791e-07,8.65877973411e-06,0.044124674052,3.52634947376e-06,0.000393602997065,img_00292.jpg,1.0
2.36434788414e-10,0.999291241169,5.99507586685e-07,1.6437279271e-07,1.79122974231e-08,0.0006661589141,2.95653389912e-05,1.22595884022e-05,img_00292.jpg,2.0
5.06567857883e-06,0.0108759207651,9.24091800698e-05,3.43279934896e-05,6.76676563671e-07,0.000369916175259,0.988192558289,0.000429081817856,img_00302.jpg,0.0
1.53239820833e-09,0.999446392059,0.000163860982866,6.26620177968e-08,7.55598694013e-06,6.13374652403e-07,2.26997425301e-08,0.000381491641747,img_00311.jpg,0.0
5.2677576148e-15,0.998816013336,1.35815662361e-06,2.73023020858e-10,6.12542265174e-12,1.2290017537e-07,4.5538676996e-12,0.00118252006359,img_00320.jpg,0.0
1.34241817662e-09,0.982257604599,7.995692431e-05,3.45533266e-07,1.17950014555e-06,0.0175492614508,2.71205546909e-08,0.000111609238957,img_00331.jpg,0.0
7.25130622214e-10,0.591888427734,0.0237804353237,3.1682986446e-05,1.18943341931e-06,0.0294246915728,6.92401044944e-07,0.354872822762,img_00358.jpg,0.0
9.15403504109e-08,0.995093882084,0.000704020727426,7.31862701286e-06,5.33034763066e-05,0.0012614330044,0.00017608453345,0.00270378799178,img_00358.jpg,1.0
1.64314233331e-08,0.127337634563,0.176304280758,5.05263415107e-07,3.19183527608e-05,1.09179891297e-05,6.04605411354e-05,0.696254312992,img_00374.jpg,0.0
1.00402332281e-10,0.988786518574,0.00163938465994,6.02099134994e-07,1.10671507514e-08,1.35343054808e-06,1.07794846826e-06,0.00957107543945,img_00374.jpg,1.0
1.3232676066e-10,0.858245372772,0.000356324133463,2.5450677299e-07,6.69157032007e-07,1.46519569171e-05,4.39368108118e-07,0.141382262111,img_00374.jpg,2.0
4.12806109296e-08,0.00262337457389,0.000320296239806,0.996764659882,1.24504438759e-07,4.47839374829e-05,1.17885328166e-07,0.000246590177994,img_00375.jpg,0.0
1.56947635443e-10,0.996547043324,4.37107291873e-06,7.10153784667e-08,6.15466622111e-10,0.00341673777439,1.39624023632e-06,3.03478427668e-05,img_00376.jpg,0.0
2.10920408743e-12,0.999883174896,2.79741925624e-05,7.30339735355e-08,5.01344521453e-09,5.90508607274e-05,2.23059282156e-09,2.9681592423e-05,img_00380.jpg,0.0
6.19521117349e-14,0.999855339527,9.07161229406e-05,3.17637951532e-12,4.70977720397e-05,2.28703449408e-12,2.24839728948e-14,6.87638248564e-06,img_00383.jpg,0.0
2.36587971436e-10,0.99630600214,0.00077302736463,4.54607054223e-08,2.38773577621e-06,7.99513145466e-05,6.90824251137e-08,0.00283848191611,img_00398.jpg,0.0
3.32474424782e-14,0.999053776264,8.1783900896e-06,4.9432513638e-11,5.26073178075e-11,2.80543332565e-07,1.61719637681e-10,0.000937691016588,img_00398.jpg,1.0
2.28889596756e-14,0.999851047993,5.34928039997e-06,1.48157333624e-10,5.60443774722e-11,2.92945628644e-07,5.57442669802e-09,0.000143336510519,img_00407.jpg,0.0
3.89112075894e-11,0.962543725967,0.00394252268597,9.62981960839e-09,3.19531068271e-07,4.36426006445e-07,1.52193820213e-07,0.0335127972066,img_00407.jpg,1.0
5.82036356889e-08,0.270562082529,0.00452995020896,2.95114455184e-06,0.0313963331282,1.96603025415e-07,1.519718694e-06,0.693506896496,img_00417.jpg,0.0
1.12496248211e-13,4.7449759677e-08,4.9476285291e-09,9.8760105996e-12,6.01262616085e-12,3.16832411001e-12,8.06137201437e-09,1.0,img_00442.jpg,0.0
1.03914564399e-13,0.999908745289,2.01457096409e-05,3.0808810364e-11,1.12976107636e-10,6.45606860417e-06,1.28173205383e-09,6.46217522444e-05,img_00446.jpg,0.0
1.72049716696e-08,0.945441007614,0.00270442175679,5.73450279262e-07,3.90076493204e-05,0.00024194951402,1.28180172396e-05,0.0515601746738,img_00469.jpg,0.0
2.7682977688e-08,0.986109733582,0.0110362768173,6.39555582893e-06,2.03986401175e-05,8.40229113237e-05,2.51967594522e-06,0.00274065253325,img_00473.jpg,0.0
2.76631634266e-10,0.924856126308,0.074670098722,1.5803653497e-08,8.35736784666e-07,1.14173490147e-05,4.68661824016e-07,0.000461037590867,img_00483.jpg,0.0
3.97768817884e-10,0.00459846993908,0.0164339244366,6.03248728748e-10,8.98663756743e-07,3.81957399043e-08,1.18136149467e-05,0.978954851627,img_00484.jpg,0.0
1.32323689783e-08,0.97283411026,0.0263753328472,2.26556639973e-05,2.70010841632e-05,0.000107667023258,2.51620008385e-06,0.000630781927612,img_00486.jpg,0.0
4.73023220593e-09,0.949301421642,1.74420147232e-05,2.16229796024e-06,7.13895497029e-05,3.81016320716e-06,1.60860849974e-07,0.0506036318839,img_00518.jpg,0.0
1.4290263417e-10,0.996690273285,0.000237177519011,2.13465042975e-07,1.40323675168e-06,0.00012693235476,5.00973555972e-08,0.00294400635175,img_00533.jpg,0.0
5.33723778062e-07,0.713643789291,0.000455140980193,0.000459071365185,0.000289591931505,1.63533550221e-05,0.000504002848174,0.284631460905,img_00533.jpg,1.0
7.21510895474e-09,0.679084777832,0.315289288759,1.28089240548e-07,5.90560205183e-07,0.0053116325289,2.30108271353e-05,0.000290587107884,img_00538.jpg,0.0
3.66001222385e-11,0.433379083872,0.238743469119,5.35591171413e-09,5.07245765391e-08,8.16613763277e-08,3.3465926208e-07,0.327876955271,img_00538.jpg,1.0
1.00821217694e-11,0.998433589935,9.17728684726e-05,3.43012818149e-09,1.32955040044e-06,1.10144219434e-06,1.14927645178e-09,0.0014720838517,img_00538.jpg,2.0
4.89958455752e-11,0.999870300293,1.24322505144e-05,2.33411228123e-08,4.76450622955e-07,9.62650403835e-08,1.12465425861e-09,0.000116763316328,img_00543.jpg,0.0
1.07296199703e-10,0.00415612198412,1.00915167422e-06,1.01168791389e-06,7.71899974494e-11,0.995840847492,1.62407260973e-07,9.04511750832e-07,img_00550.jpg,0.0
3.54567539773e-08,0.893120765686,0.00796786230057,2.84388102045e-06,2.24077378874e-08,0.0152012249455,0.0430088229477,0.0406983569264,img_00551.jpg,0.0
3.56796918399e-11,0.9988052845,1.61729531101e-05,9.44093798694e-08,3.06994110133e-08,0.000186207777006,1.55080755349e-07,0.000992076471448,img_00575.jpg,0.0
6.98995705761e-09,0.949719429016,0.0324410386384,5.11233565703e-06,5.86239184486e-06,0.00124831951689,2.66069378085e-07,0.016580067575,img_00582.jpg,0.0
2.77982703523e-08,0.915267944336,1.72058616954e-06,0.000878910708707,4.44057270954e-08,0.0805604830384,8.62039087224e-06,0.00328225363046,img_00584.jpg,0.0
1.10701300557e-11,0.0670645385981,0.0111215263605,1.08198898729e-08,2.86205681732e-06,1.4703297893e-05,1.91244953207e-09,0.921796321869,img_00587.jpg,0.0
1.5590471622e-12,0.00658488972113,0.00703736813739,1.45260081741e-09,4.22795398691e-09,2.78244840501e-08,1.36735767153e-09,0.986377716064,img_00590.jpg,0.0
4.78637407486e-10,2.32393140323e-05,1.77458496182e-05,3.08629175549e-08,4.00873254591e-08,1.23426480059e-06,5.2453428907e-06,0.999952495098,img_00591.jpg,0.0
4.7215593213e-08,0.995166301727,0.0040491479449,1.53744042564e-06,0.000241966044996,0.000153827408212,2.42460231448e-07,0.000386955100112,img_00598.jpg,0.0
1.95693789407e-13,0.9999589324,1.34100382638e-05,5.60022250795e-10,1.30324977476e-08,2.89444500368e-07,6.29057847479e-11,2.74148333119e-05,img_00598.jpg,1.0
6.63061619499e-13,0.998747885227,0.00122963928152,3.30742967736e-11,2.69131894548e-09,1.00124880191e-05,3.37556471663e-09,1.24143261928e-05,img_00598.jpg,2.0
6.47197573311e-10,0.981793105602,0.0132710672915,1.65460946278e-07,2.63937567979e-06,6.24034692009e-06,9.16914544291e-08,0.00492672901601,img_00599.jpg,0.0
1.67027034564e-11,0.758616924286,1.81938582955e-06,6.09738748381e-09,1.15745107943e-10,0.241305574775,4.79097470816e-05,2.7761403544e-05,img_00612.jpg,0.0
4.40808008761e-07,0.723051846027,0.00403253687546,0.260808378458,4.51968617199e-06,0.0102588618174,8.15688690636e-06,0.00183527881745,img_00620.jpg,0.0
4.41013440877e-07,1.29619902509e-05,1.66318277479e-05,5.41407928267e-07,0.999905884266,1.79640192073e-05,2.33351976631e-10,4.55483677797e-05,img_00642.jpg,0.0
2.03015257938e-08,0.00110247882549,0.00264661549591,4.79279551655e-05,1.30360703565e-07,8.70083624704e-07,0.000104569502582,0.996097326279,img_00646.jpg,0.0
2.96499519381e-10,0.999737024307,0.000166580735822,5.41443556656e-09,1.42265832892e-06,1.05803462702e-06,1.19127063769e-08,9.38926241361e-05,img_00648.jpg,0.0
5.67733167145e-08,0.00414723111317,3.24867323798e-06,3.2391287732e-06,2.78417533472e-09,0.279204338789,0.715533971786,0.00110786000732,img_00650.jpg,0.0
1.54229114289e-12,0.74147850275,0.000418288720539,6.97562541063e-09,1.68755287522e-10,8.77235422081e-08,1.07066755461e-09,0.258103102446,img_00664.jpg,0.0
3.89965810295e-13,2.80522058915e-08,2.56429846246e-08,8.77062902305e-08,7.60482475604e-12,1.28482779971e-11,5.05723001254e-08,0.999999821186,img_00697.jpg,0.0
1.85614024151e-09,0.896177470684,0.00502022495493,8.15848011371e-08,0.000188218255062,0.0985831618309,8.13096789898e-08,3.08237249556e-05,img_00708.jpg,0.0
7.78815376634e-08,0.181429281831,0.0956411734223,4.94321238875e-06,2.11388596654e-05,0.684343397617,0.000134191897814,0.0384257547557,img_00716.jpg,0.0
3.84202936132e-09,0.428125649691,0.00521016633138,0.000641960126814,1.49746597344e-08,0.565489113331,4.07100560551e-06,0.000529059034307,img_00717.jpg,0.0
3.62248599173e-11,0.993010699749,7.29787934688e-05,1.65754570958e-07,2.81569469962e-08,5.62714922125e-06,3.39162262719e-08,0.00691051175818,img_00718.jpg,0.0
2.97987327258e-07,0.00145474250894,0.00131664716173,0.000201632603421,3.39759900214e-08,1.93597206817e-05,0.0530500970781,0.943957149982,img_00724.jpg,0.0
3.01858295304e-11,0.999898612499,8.13868882688e-06,7.53873796722e-10,2.13290340945e-09,7.45298384572e-05,2.59140875869e-07,1.84959008038e-05,img_00726.jpg,0.0
1.41831804547e-13,2.73312853096e-05,5.75960984861e-06,7.48843695386e-11,1.57352450514e-10,1.93274640736e-09,5.91355453494e-09,0.999966919422,img_00730.jpg,0.0
6.37061126074e-10,0.97717243433,0.000448171631433,1.5507603166e-05,1.17607186212e-08,0.0221772491932,7.35699074994e-07,0.000185931276064,img_00757.jpg,0.0
8.68608935889e-08,2.9175910754e-07,7.01362978361e-07,1.68373350817e-08,0.999992907047,1.36672255735e-07,8.07752198462e-11,5.86530404689e-06,img_00760.jpg,0.0
4.77415396105e-09,4.20368196501e-05,0.00728114880621,2.25927706197e-05,1.00259434532e-07,2.71452648803e-07,4.78159840611e-08,0.992653787136,img_00764.jpg,0.0
2.62833310671e-07,0.0059221223928,0.673980534077,1.41203074122e-07,0.00154186878353,0.000405258120736,0.000195771237486,0.317953974009,img_00765.jpg,0.0
3.09382848229e-08,0.132476329803,0.00737178558484,0.0494510643184,3.1595096317e-08,0.0115427477285,8.88862996362e-05,0.799069106579,img_00772.jpg,0.0
1.67044277077e-07,0.0593795888126,0.00540245883167,0.00282250251621,1.48203113781e-07,0.93235296011,1.0062803085e-05,3.21113948303e-05,img_00777.jpg,0.0
7.21872126519e-08,0.00453068548813,6.46222033538e-05,2.64325990429e-05,1.0323414017e-06,0.0478297509253,0.0737282559276,0.873819172382,img_00780.jpg,0.0
1.17798819588e-08,0.977130234241,0.00769603438675,9.52759637585e-06,0.000692690722644,3.92879456967e-07,3.29256891973e-07,0.0144708231091,img_00798.jpg,0.0
2.78247758168e-10,0.637648403645,0.362235546112,9.72738689597e-08,2.34825279222e-06,3.06891888613e-05,1.53344359433e-08,8.28985721455e-05,img_00808.jpg,0.0
9.6368128321e-13,0.999954998493,2.11114729609e-05,2.637332297e-10,4.60617988196e-10,1.08100721263e-05,1.77828276549e-08,1.30399394038e-05,img_00808.jpg,1.0
3.20861653219e-12,0.9966802001,0.000282751716441,9.18969611519e-09,1.00954011817e-09,2.3825698463e-06,1.56257549122e-08,0.00303464569151,img_00816.jpg,0.0
2.09483186353e-08,0.931654930115,0.0339782573283,6.99841166352e-07,2.81621832983e-05,0.0038567034062,0.000626804190688,0.029854433611,img_00833.jpg,0.0
1.03879642666e-08,0.9055108428,0.00141717551742,1.17029003377e-05,2.95525387628e-06,0.0928082242608,3.75989316126e-07,0.000248716882197,img_00837.jpg,0.0
8.24888879425e-10,0.838492810726,0.00207128049806,3.03879937746e-06,1.1106490172e-09,0.159367159009,3.85650719181e-06,6.18329504505e-05,img_00837.jpg,1.0
1.20426846273e-09,0.767180144787,0.00541473133489,5.03946353092e-07,5.65493428439e-06,0.21480961144,1.47051181898e-07,0.01258918643,img_00855.jpg,0.0
9.25470527511e-16,0.999947249889,2.80877047771e-05,4.76427820806e-11,4.2181338175e-13,2.02426945179e-05,1.10819610866e-12,4.3757477215e-06,img_00857.jpg,0.0
9.79590297767e-10,0.983507096767,0.00725600356236,2.07704871968e-07,2.91926238738e-09,1.08472959255e-05,7.82722781878e-05,0.00914759654552,img_00858.jpg,0.0
1.77838035964e-10,0.851395785809,0.042872428894,8.56099469093e-10,1.46277116642e-07,3.6237504446e-06,0.00133738259319,0.104390740395,img_00865.jpg,0.0
2.79603096232e-09,0.944124519825,0.0521786212921,9.59402996159e-07,3.28764781443e-06,0.00343371671624,2.24850714403e-06,0.000256681872997,img_00865.jpg,1.0
1.60088063694e-06,0.750638067722,0.236241817474,3.92857473344e-05,1.19335154523e-05,0.00275997421704,0.0098221981898,0.000485199416289,img_00865.jpg,2.0
4.75914066556e-06,0.0005493243807,4.89252452098e-05,1.79250480414e-06,1.37152198931e-06,3.44196414517e-05,0.999202728271,0.000156689769938,img_00902.jpg,0.0
5.17153371908e-16,1.02045005779e-09,3.0362886605e-07,9.66250530651e-14,4.47324841827e-14,1.08634015141e-13,5.2337512579e-13,0.999999701977,img_00914.jpg,0.0
2.30814878321e-09,0.978874981403,4.43930412075e-06,6.72735289697e-09,8.94803786622e-09,5.0305879995e-05,0.0202989783138,0.000771249644458,img_00921.jpg,0.0
5.90101622081e-12,0.000103722508356,0.010032906197,2.95426860752e-09,2.20763762826e-08,1.62243836144e-08,6.74851952098e-09,0.989863336086,img_00927.jpg,0.0
2.34956964995e-09,0.73668551445,0.260571211576,5.20915541813e-08,1.18529078463e-06,3.6607734728e-06,7.6864375842e-07,0.00273757916875,img_00943.jpg,0.0
1.73240709972e-11,0.997909367085,6.72543610563e-05,2.60340105029e-09,5.19850662517e-10,1.07897749331e-05,1.95555057871e-05,0.0019930570852,img_00959.jpg,0.0
5.59178961815e-12,4.02177793148e-05,2.34609306062e-05,1.98201007606e-07,4.59243060247e-11,3.23064277552e-08,2.97931688209e-08,0.999936103821,img_00962.jpg,0.0
6.06151795424e-11,5.12985487422e-10,2.1576240794e-09,1.0,9.90262125772e-12,6.1887178715e-10,1.54339614006e-11,4.08504385874e-09,img_00964.jpg,0.0
2.92534307325e-13,7.95052912395e-10,9.55344159337e-09,6.28203693509e-08,8.02105864367e-12,2.64688410079e-10,5.01476249415e-10,0.999999940395,img_00979.jpg,0.0
7.37454375344e-10,0.441934257746,0.277463108301,2.61083155095e-08,2.09729091694e-06,3.13651835313e-05,1.6934098312e-05,0.280552238226,img_00985.jpg,0.0
3.97796950935e-09,0.674145638943,0.123963721097,2.79790555169e-07,8.49308207762e-07,0.200673863292,9.20346280964e-07,0.00121479760855,img_00985.jpg,1.0
7.0414357678e-10,0.999882280827,8.42016618208e-07,9.91779458559e-09,9.04824943859e-08,3.99689124606e-05,2.56774346781e-05,5.11553917022e-05,img_00985.jpg,2.0
1.35977107352e-09,0.997299671173,0.000588255177718,6.51026823562e-08,2.18205173041e-07,4.65791208626e-06,2.68108560704e-05,0.0020802509971,img_00999.jpg,0.0
5.16894351676e-06,0.466057419777,0.000385911640478,0.000544436799828,1.8527631255e-05,0.00323710800149,0.419502645731,0.11024876684,img_00999.jpg,1.0
1.27003269013e-10,0.998074710369,1.6232186681e-05,5.09333908383e-08,1.16724478971e-08,0.00189974030945,8.30389865314e-07,8.50250035e-06,img_01022.jpg,0.0
7.4644761483e-09,0.361827254295,0.000122624594951,2.22286098506e-06,6.35957286832e-09,0.63667756319,0.00103211449459,0.000338158715749,img_01031.jpg,0.0
1.71121873182e-12,0.998919487,2.10712660191e-05,7.06713365162e-07,9.32887708055e-12,6.96840070304e-05,3.35626317849e-08,0.000989003339782,img_01031.jpg,1.0
6.50007869751e-09,0.00493941875175,0.000249950506259,1.04447701688e-06,9.08045816317e-09,0.994803011417,3.48271260009e-06,3.12472434416e-06,img_01035.jpg,0.0
2.26939994574e-13,4.11761590158e-07,3.51273661181e-06,1.33723962459e-10,4.29153023881e-12,6.53862386457e-09,4.34974047892e-08,0.999996006489,img_01059.jpg,0.0
5.88862070217e-09,0.00159532995895,0.000924884399865,9.2524323918e-06,8.15166742996e-08,2.10558141589e-07,6.92398534738e-05,0.997400999069,img_01103.jpg,0.0
1.23972299093e-08,0.691776275635,0.18315269053,7.72020430304e-05,2.53681764661e-06,0.117576122284,6.59635770717e-05,0.00734918238595,img_01116.jpg,0.0
4.24130730536e-09,0.997623860836,0.000282803521259,2.51674327956e-06,9.49467917621e-08,0.000348144065356,9.35677144298e-06,0.00173325871583,img_01134.jpg,0.0
6.17228832318e-16,0.999997437,2.40051963374e-06,2.11065344889e-12,7.66059438106e-12,6.712875944e-08,1.22959726168e-12,1.57829447289e-07,img_01179.jpg,0.0
1.47946428442e-08,0.0126173915341,0.896454811096,7.03630647081e-08,7.47777085053e-05,0.0391167625785,3.34223586833e-05,0.0517027676105,img_01188.jpg,0.0
1.56100924287e-12,0.998769938946,0.00111592921894,1.76926917561e-10,4.45795620863e-07,1.15742020412e-08,1.39570410784e-10,0.000113724789117,img_01211.jpg,0.0
3.72469233234e-09,0.0428124628961,0.94711714983,6.02742829869e-06,1.93056507669e-07,2.19969715545e-05,4.55044255432e-06,0.0100376168266,img_01213.jpg,0.0
9.86579199412e-13,0.976276576519,4.93315837957e-06,1.48015750767e-08,5.10430864242e-10,0.0236608758569,1.66047142702e-09,5.76283055125e-05,img_01213.jpg,1.0
9.36605090374e-07,0.837617099285,0.00564732262865,0.000105657432869,0.00240521179512,1.4685102542e-05,3.77296346414e-05,0.15417137742,img_01222.jpg,0.0
2.14872557081e-07,0.00011926703155,0.1288716048,0.171615898609,6.00695273079e-07,3.67843563254e-06,9.42029419093e-06,0.699379205704,img_01224.jpg,0.0
3.5911173056e-15,2.00618558224e-12,4.58426352434e-11,6.51042425266e-13,2.34916388642e-14,1.59088277609e-15,2.04649127505e-11,1.0,img_01253.jpg,0.0
2.5425599736e-14,6.53468079648e-09,1.58574344766e-08,1.79214024805e-13,1.50197684151e-11,2.11085828179e-13,8.42413916402e-11,1.0,img_01286.jpg,0.0
1.25800208466e-13,1.0459988431e-08,2.10522614452e-07,3.76444318426e-12,1.91428448613e-12,1.98259866857e-10,1.27329373711e-08,0.999999761581,img_01289.jpg,0.0
5.08660197296e-11,0.47036588192,0.517810165882,1.99226050768e-07,3.74546660353e-09,6.42503664494e-07,4.45089170853e-07,0.0118226604536,img_01328.jpg,0.0
7.79056940486e-13,0.999997615814,1.57811541612e-08,1.94114289087e-08,6.80751952586e-08,1.24853025696e-08,5.75716601128e-12,2.26950578508e-06,img_01328.jpg,1.0
5.25958192554e-08,0.163117855787,3.15944816975e-05,6.38258688923e-06,8.36206993426e-07,0.836520969868,7.66723360357e-07,0.000321544503095,img_01366.jpg,0.0
2.08987406373e-12,0.998979091644,0.000656443124171,5.45644240901e-09,2.37369435219e-09,2.68586500169e-05,2.15265383297e-09,0.000337554258294,img_01371.jpg,0.0
9.41204916671e-07,0.939385890961,0.0130225596949,0.00408328324556,0.000427826103987,0.000836194958538,5.63086759939e-05,0.0421869643033,img_01379.jpg,0.0
1.69455820903e-11,0.452721387148,8.66797836352e-06,1.18635739454e-07,4.32948850382e-11,0.547180473804,5.32452588686e-08,8.93095639185e-05,img_01384.jpg,0.0
8.07633127042e-12,0.820118606091,0.179675593972,3.92222060386e-10,1.31966382266e-09,2.00393083105e-06,1.69003797623e-07,0.000203592411708,img_01388.jpg,0.0
3.4729641385e-08,0.874995708466,0.00355114345439,2.02733167498e-06,1.15262218969e-06,0.121416516602,7.78392950451e-06,2.55964914686e-05,img_01388.jpg,1.0
1.43370513683e-07,1.80429033207e-05,5.71061764276e-06,0.99995970726,4.1791697214e-08,8.45916565595e-06,1.05321532828e-07,7.815774552e-06,img_01392.jpg,0.0
