image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00223.jpg,0.7632054687,0.0193958022,0.10107366,0.0098649506,0.0135527635,0.046725776,0.0071289446,0.039052587
img_03074.jpg,0.965634048,0.0092514176,0.0009995856,0.0072094724,0.0035091655,0.0085301269,0.0025581247,0.0023080346
img_06849.jpg,0.2418948859,0.0196910519,0.0185058508,0.0084006973,0.0178616773,0.0273815412,0.0484650433,0.6177992821
img_05426.jpg,0.6205455065,0.0853039995,0.00642242,0.2507609129,0.0022173757,0.016180655,0.0080381967,0.010530971
img_07616.jpg,0.9320183992,0.0059710173,0.0149288438,0.0079157846,0.0210480243,0.0070274631,0.0040321806,0.0070583187
img_07921.jpg,0.2332821488,0.0409194604,0.0111425156,0.0696149096,0.0296716746,0.5345188975,0.0234236177,0.0574268512
img_00729.jpg,0.8492726684,0.0011754608,0.0034138793,0.0024575933,0.1307881474,0.0030955106,0.0044177794,0.0053790142
img_04990.jpg,0.6825736165,0.0175888557,0.0069242083,0.006478481,0.0259530209,0.0712077618,0.0792195275,0.11005456
img_03941.jpg,0.9490229487,0.0015399145,0.008728073,0.01044551,0.0062123444,0.0174089689,0.0014799841,0.0051622982
img_00180.jpg,0.1261335462,0.0248456802,0.0174063016,0.0225215163,0.1024110839,0.0235508345,0.0234720502,0.6596589088
img_01657.jpg,0.0015654265,0.0134910336,0.7818359137,0.0051984843,0.0112650674,0.0077883895,0.0053460174,0.1735097468
img_04341.jpg,0.9912227392,0.0009964231,0.0009964231,0.0009964231,0.002798816,0.0009964231,0.0009964231,0.0009964231
img_06033.jpg,0.0028462885,0.0449748151,0.1291620433,0.0096317371,0.3855074346,0.0129306689,0.0193100031,0.3956370354
img_07460.jpg,0.9314405918,0.0160553548,0.0096004345,0.0051467619,0.0159906317,0.0113222972,0.0052788034,0.0051651159
img_05879.jpg,0.8772310615,0.0062321313,0.0037479047,0.0135792652,0.037449751,0.0389589481,0.0064383,0.0163626578
img_00764.jpg,0.0009994756,0.0413346887,0.0536737815,0.0044291141,0.0874340609,0.0060244845,0.0093919663,0.7967124581
img_06831.jpg,0.7339995503,0.1804291606,0.0037989349,0.0215768069,0.0235168096,0.0076529444,0.0052450243,0.0237807874
img_05046.jpg,0.209603861,0.0083161891,0.0049418914,0.0081064757,0.0058139004,0.0397504494,0.0208354071,0.7026318312
img_05349.jpg,0.2498117387,0.6118943691,0.0134689268,0.0069299182,0.0067529776,0.0118904049,0.0265409946,0.0727107078
img_02679.jpg,0.4116490781,0.0760925561,0.0543642826,0.0177655946,0.0757823512,0.0110173039,0.0261768717,0.3271519244
img_06522.jpg,0.5554237366,0.0268338639,0.0072327908,0.0077526765,0.0126985665,0.0237383768,0.0500884131,0.316231668
img_02865.jpg,0.0033176115,0.0019516911,0.0018481327,0.0016286428,0.9789106846,0.0030177848,0.0012721653,0.0080533018
img_02209.jpg,0.343534261,0.0202926863,0.0225292798,0.0155577874,0.0488095172,0.2340766937,0.0257698223,0.2894299626
img_03238.jpg,0.7759665847,0.0225758925,0.0039338395,0.0092693968,0.0037955448,0.0104455799,0.0106992498,0.1633139253
img_06238.jpg,0.1850439459,0.0091387555,0.0070952754,0.0085078385,0.7285200953,0.0475681536,0.0040203664,0.0101055503
img_06285.jpg,0.0035145218,0.0024578117,0.0068903081,0.0013161624,0.0075050551,0.0059697409,0.0018179328,0.9705284238
img_06076.jpg,0.7456465364,0.0319775417,0.0032797845,0.0017969342,0.1837986559,0.0023439012,0.0058579668,0.0252987146
img_03677.jpg,0.9761123657,0.0070640724,0.0028099064,0.0054791821,0.0009995361,0.0027461743,0.0014132565,0.0033755759
img_04250.jpg,0.000995554,0.000995554,0.000995554,0.000995554,0.9930312037,0.000995554,0.000995554,0.000995554
img_04719.jpg,0.3915641606,0.0143199563,0.0200034063,0.0112004504,0.2108134776,0.1109965444,0.0224743113,0.2186277062
img_00828.jpg,0.0061020521,0.0021835354,0.0042628939,0.0015050498,0.9738192558,0.0012036577,0.0012078861,0.0097156521
img_03670.jpg,0.9460445046,0.0010064845,0.0015736928,0.0013854951,0.0399257615,0.0017110872,0.0024293538,0.005923592
img_01984.jpg,0.4120530784,0.0038132835,0.000997072,0.000997072,0.000997072,0.0013985249,0.000997072,0.5787468553
img_03324.jpg,0.0250892341,0.0024060619,0.0099037541,0.0011495766,0.0009991629,0.0028659438,0.0009991629,0.9565871358
img_03992.jpg,0.5455001593,0.2704267502,0.0028475442,0.0087239854,0.0797417983,0.0043012826,0.0112133576,0.0772451162
img_07103.jpg,0.9799970388,0.006841491,0.0009987897,0.0009987897,0.0061201635,0.0009987897,0.0009987897,0.0030462414
img_05328.jpg,0.5948491097,0.0069874614,0.0107869841,0.0085286582,0.3119132221,0.011477598,0.0293566454,0.0261003003
img_01724.jpg,0.9552625418,0.003154116,0.0074538272,0.0016445859,0.008930197,0.0151411351,0.0010047619,0.0074088769
img_04479.jpg,0.3067487478,0.0366712101,0.0401515663,0.0399968252,0.0925752372,0.2035747916,0.0580060519,0.2222756147
img_06506.jpg,0.7003381252,0.0225165039,0.0066645532,0.0042886455,0.1235403344,0.0116985301,0.00459236,0.1263609529
img_03446.jpg,0.0034191117,0.1258544624,0.3177016675,0.007225208,0.0052454905,0.0101357223,0.005753594,0.5246648192
img_01134.jpg,0.987336576,0.0009983648,0.0012572347,0.0025897168,0.0009983648,0.0020475013,0.0009983648,0.0037738993
img_05084.jpg,0.6866700649,0.0504044257,0.0115909511,0.0214539245,0.0386261567,0.0602579005,0.0297713354,0.1012252197
img_04004.jpg,0.9062857628,0.0085899103,0.0150481025,0.0049638911,0.0089679966,0.0314618535,0.0028703411,0.0218121186
img_06469.jpg,0.9017751813,0.0154846832,0.0029574949,0.0078289015,0.0029609734,0.0186466929,0.0066055018,0.0437405892
img_00780.jpg,0.0078098145,0.0069092633,0.0122376299,0.0018612699,0.0009994901,0.0192940701,0.0026412641,0.9482471943
img_05958.jpg,0.0009983743,0.0020228836,0.0024747129,0.0009983743,0.0009983743,0.0036625529,0.0012461608,0.987598598
img_05953.jpg,0.4890588224,0.0093642045,0.0565438718,0.0186404828,0.0252152234,0.0304640625,0.048941046,0.321772337
img_03924.jpg,0.0009978799,0.0017453183,0.0009978799,0.0009978799,0.9846653938,0.0009978799,0.0009978799,0.0085999537
img_07426.jpg,0.7702598572,0.0099225799,0.0838997886,0.0260586292,0.0329174437,0.0347395279,0.0069945273,0.0352076441
img_01888.jpg,0.1745472997,0.0812741295,0.0115971556,0.1244320497,0.014068421,0.4280264378,0.023510322,0.1425442249
img_02077.jpg,0.699477911,0.012353546,0.0065398416,0.1989942044,0.0091105951,0.0176875088,0.0059864852,0.0498499125
img_02636.jpg,0.8990527987,0.003624711,0.0009987168,0.0009987168,0.0026077891,0.0009987168,0.0010756287,0.0906429738
img_04696.jpg,0.9791049957,0.0053081713,0.0009986657,0.0009986657,0.0084464252,0.0009986657,0.0009986657,0.0031457099
img_05359.jpg,0.1742781401,0.029564729,0.0081914244,0.0078042485,0.0459265821,0.2241028994,0.0428731032,0.4672589302
img_01825.jpg,0.0527879409,0.7114343643,0.0253177602,0.0167240873,0.1567142308,0.0046586576,0.0180986356,0.0142642809
img_01669.jpg,0.6398453712,0.0452588312,0.0183534119,0.2445194572,0.004912239,0.0248091612,0.0051232441,0.0171782728
img_04204.jpg,0.0798817277,0.0048361416,0.003857258,0.0028666628,0.0241371598,0.0020149897,0.0041316035,0.8782744408
img_01059.jpg,0.5021907687,0.056608852,0.0081379069,0.0159531329,0.0047069266,0.0408325531,0.0326749496,0.3388948739
img_03080.jpg,0.4174763858,0.0043468834,0.0036060184,0.0023790244,0.0039492436,0.0106269745,0.0059991204,0.5516163707
img_02281.jpg,0.6273760796,0.0444221124,0.0113848206,0.2647030056,0.0233058855,0.0046472857,0.0058871848,0.0182737373
img_04532.jpg,0.1646220386,0.0925316513,0.0137223583,0.1420622915,0.0146015901,0.4119557738,0.0205425769,0.1399617493
img_05137.jpg,0.8265070915,0.0321776904,0.0040460317,0.0100739663,0.0073125078,0.0165325515,0.0204313025,0.0829188973
img_06426.jpg,0.3887578249,0.0093786484,0.001472672,0.001353838,0.0059871306,0.0082517834,0.0021698435,0.5826283097
img_07319.jpg,0.1301503628,0.0515123121,0.0074891876,0.0086530512,0.0049827839,0.0134343281,0.1034389734,0.6803390384
img_05790.jpg,0.9814801812,0.0009986323,0.0014486909,0.0009986323,0.0037122627,0.0072565284,0.0009986323,0.0031063976
img_02119.jpg,0.7551672459,0.0287997816,0.1091476381,0.0103595452,0.0077890758,0.0377421603,0.0067603383,0.044234205
img_03439.jpg,0.8927849531,0.0028010146,0.0028114072,0.0331433751,0.0064266627,0.0358242989,0.0010546768,0.0251536164
img_01647.jpg,0.917201817,0.0013236536,0.0010001921,0.0009998748,0.0752513111,0.0009998748,0.0010581696,0.002165074
img_07187.jpg,0.9456040859,0.0016052201,0.0014961357,0.0013587581,0.0438463651,0.0017478297,0.0016153683,0.0027262296
img_02808.jpg,0.9569969177,0.0059013939,0.007480796,0.0199838486,0.0017452819,0.0046957568,0.0017126458,0.001483387
img_05568.jpg,0.5374901295,0.0016310174,0.0048456416,0.0029989097,0.0097421305,0.0053715389,0.0023382695,0.4355823696
img_01213.jpg,0.878893733,0.0263628997,0.0026151007,0.0176162869,0.0009997748,0.0267474726,0.004122558,0.0426421463
img_04261.jpg,0.935311377,0.0547228493,0.0009960259,0.0009960259,0.0009960259,0.0009960259,0.0009960259,0.0049857236
img_05210.jpg,0.8128182292,0.0097679328,0.0102582229,0.0044982429,0.0823458955,0.007690676,0.0041090744,0.0685117915
img_02977.jpg,0.5993281007,0.1401274949,0.0045970147,0.0051323483,0.0903810933,0.0052206242,0.0115377828,0.143675521
img_05719.jpg,0.0009974547,0.0014868431,0.0030038657,0.0009974547,0.0009974547,0.0009974547,0.0009974547,0.990522027
img_00109.jpg,0.9717319012,0.0009992179,0.0028607291,0.0009992179,0.011379445,0.0017802641,0.0022836765,0.0079655843
img_00376.jpg,0.6763517261,0.0092752064,0.0254959706,0.0110871345,0.0123571949,0.0501961708,0.0265493914,0.18868725
img_06067.jpg,0.002661715,0.0867347941,0.3099758923,0.0060907346,0.0050446787,0.0107059814,0.0038437888,0.57494241
img_04559.jpg,0.0119841248,0.0201657675,0.2221441865,0.0164156407,0.0242121611,0.0637523979,0.0046196976,0.6367060542
img_02560.jpg,0.0199686959,0.0034783976,0.0017279591,0.0024032828,0.9645960331,0.0055175698,0.0013031511,0.0010049272
img_06870.jpg,0.7752279043,0.153360188,0.0061162049,0.0129812146,0.021406766,0.0088710301,0.0040358091,0.0180008225
img_01426.jpg,0.4286073446,0.0858422518,0.0009979759,0.0009979759,0.0009979759,0.0013358459,0.0028129087,0.478407681
img_06273.jpg,0.9767210484,0.0089948382,0.0018161448,0.0030542261,0.0016206712,0.0056557045,0.0011381159,0.0009992023
img_04603.jpg,0.6548836827,0.0052403063,0.0195409711,0.0062840651,0.1159909591,0.028062284,0.0035063429,0.1664913744
img_06037.jpg,0.9006736875,0.0012091291,0.0023130046,0.0024155597,0.0654963031,0.0057195369,0.0146064702,0.0075663403
img_05016.jpg,0.8009620309,0.0259258095,0.0134966923,0.0105683245,0.0144112743,0.050446108,0.0279982742,0.0561914444
img_05835.jpg,0.9249023795,0.019569464,0.0238235537,0.0057127741,0.0099285273,0.007999395,0.0038726695,0.0041912696
img_04044.jpg,0.9280728698,0.0042951819,0.0125862844,0.0063726143,0.0242067222,0.0159803145,0.0044190646,0.0040669874
img_02400.jpg,0.9237046242,0.0074236798,0.0104602082,0.0054972004,0.0018641041,0.0267743226,0.0030136853,0.0212621838
img_01618.jpg,0.9724213481,0.0096248304,0.0017641202,0.0038629416,0.0018312968,0.0049064304,0.0024729071,0.0031161516
img_02889.jpg,0.7322266102,0.0095589356,0.0165100209,0.0280727819,0.0140251657,0.119608961,0.0063652913,0.0736322626
img_05015.jpg,0.6454303861,0.0428775288,0.0063051111,0.2697343528,0.0040953807,0.0111257322,0.0043123658,0.0161191504
img_04511.jpg,0.873090446,0.0120658539,0.0043057096,0.0076419027,0.0542425103,0.0387654305,0.0053450069,0.0045432136
img_03228.jpg,0.9159055948,0.0165806934,0.001084479,0.0048029488,0.0009991726,0.0022113656,0.0009991726,0.057416629
img_05445.jpg,0.8814518452,0.0024952274,0.0039050551,0.0091914935,0.00406519,0.0189836081,0.0011717268,0.0787358508
img_01548.jpg,0.9751807451,0.0014876608,0.0013508658,0.0009995295,0.0087375175,0.0009995295,0.0009995295,0.0102445269
img_01388.jpg,0.7886599898,0.042520944,0.007718645,0.0090721035,0.0515502393,0.0438813269,0.0065659247,0.0500308573
img_04750.jpg,0.0857397914,0.0226239804,0.0078643383,0.005062948,0.8034277558,0.0054695671,0.0119241923,0.0578874797
img_03886.jpg,0.5725767016,0.001252053,0.0020016662,0.0015393929,0.0049331309,0.001837921,0.002268103,0.4135910571
img_00927.jpg,0.6876450777,0.0210142247,0.0120061301,0.0094442768,0.0258381534,0.0601468608,0.0773142576,0.1065910533
img_05623.jpg,0.9288981557,0.0090172328,0.0072864941,0.0115092965,0.0173662975,0.0099724913,0.0037716252,0.012178476
img_03260.jpg,0.8822650909,0.00554966,0.0074434318,0.0098325768,0.0055897199,0.0511599667,0.0034120334,0.0347475447
img_05434.jpg,0.2741099298,0.0120092304,0.0195977297,0.0366301425,0.6132577658,0.0347240865,0.0051397295,0.0045314021
img_03297.jpg,0.9738370776,0.0042959307,0.0049544717,0.0017464675,0.0009999566,0.0113268085,0.0012322839,0.0016069432
img_00772.jpg,0.0094260611,0.0177949164,0.1876253635,0.0099453377,0.0244887266,0.0129333762,0.0026360415,0.7351501584
img_00232.jpg,0.0344874077,0.1151850522,0.0078036818,0.0126582822,0.0314070471,0.0094274394,0.778531611,0.0104994765
img_06860.jpg,0.1053934693,0.001405631,0.0023648967,0.0028515423,0.8654910326,0.0060925158,0.0024770224,0.0139238844
img_06845.jpg,0.7073743343,0.0804192498,0.0420078225,0.0627867207,0.0176783595,0.0274798591,0.0221424401,0.0401112624
img_05857.jpg,0.8882632256,0.0090059238,0.0100774383,0.0225788727,0.0266359672,0.0173552837,0.0064982991,0.0195849892
img_03082.jpg,0.9557523131,0.0349119827,0.0009957459,0.0009957459,0.0009957459,0.0009957459,0.0009957459,0.0043570399
img_01495.jpg,0.9927544594,0.0011063656,0.0009965948,0.0009965948,0.0009965948,0.0011561781,0.0009965948,0.0009965948
img_05657.jpg,0.4183636606,0.0734408945,0.0185548794,0.0060489252,0.0956818536,0.0200172868,0.0208746716,0.3470178843
img_00697.jpg,0.000997501,0.0018446648,0.0150872925,0.000997501,0.000997501,0.0011215908,0.000997501,0.9779564738
img_03867.jpg,0.2287296057,0.0043712766,0.0073747211,0.0067156032,0.731587708,0.0156984385,0.0042054518,0.0013171869
img_01490.jpg,0.0027728227,0.0144483987,0.0795199573,0.0040835906,0.0018877211,0.005669523,0.0036995742,0.8879183531
img_06137.jpg,0.0014170058,0.0019154494,0.0035520012,0.0009985532,0.0009985532,0.0017235659,0.0009985532,0.9883963466
img_05558.jpg,0.7358834744,0.0059240665,0.0034583693,0.0045211921,0.0024554699,0.017071208,0.0231420621,0.2075442076
img_00914.jpg,0.0064635454,0.0058009997,0.0165734757,0.0015874065,0.0080456706,0.0066459361,0.0009998693,0.9538831711
img_01325.jpg,0.0931917727,0.2311792523,0.0178476758,0.0114419758,0.5356410146,0.0095573086,0.0157374404,0.0854036361
img_04037.jpg,0.465038538,0.0209331363,0.0309884846,0.0129701905,0.0116325766,0.0902915597,0.0366186015,0.3315269947
img_04671.jpg,0.4911112189,0.0075246496,0.0038015021,0.0037981675,0.0009999371,0.0093720714,0.0321807452,0.4512117505
img_04879.jpg,0.0230438709,0.1115669534,0.008177028,0.0812339261,0.0436766595,0.5728830695,0.0162341278,0.1431843787
img_07278.jpg,0.9598670006,0.0022181787,0.0016309072,0.0012255057,0.0302362684,0.0009999545,0.0012991447,0.0025229997
img_00398.jpg,0.8234107494,0.0083124693,0.0018221783,0.003395156,0.0166349579,0.0065553817,0.011682638,0.128186509
img_04015.jpg,0.9831414223,0.0021989367,0.0009997544,0.001517863,0.0013122535,0.0085366629,0.0009997544,0.0012933871
img_06371.jpg,0.1976382136,0.6780170202,0.009720658,0.011404858,0.0024998961,0.0031078416,0.0843854994,0.0132260593
img_04408.jpg,0.8989197016,0.0726295114,0.0017847617,0.00776657,0.0015121906,0.0024044719,0.0021105232,0.012872274
img_06475.jpg,0.7302876115,0.0098327175,0.0086274846,0.0082582049,0.0310706049,0.0394909382,0.0635695532,0.1088628247
img_04949.jpg,0.4156163335,0.1428868622,0.001258467,0.0019995067,0.0009991882,0.001234213,0.0123451101,0.4236602783
img_07893.jpg,0.1499880552,0.0170094538,0.0084376605,0.010252472,0.0139892474,0.096948646,0.0285712089,0.674803257
img_00196.jpg,0.0680282712,0.0079299882,0.0110930633,0.0068689948,0.8516815305,0.0100891506,0.0061884513,0.0381205119
img_07183.jpg,0.0577029251,0.1664838493,0.0104763024,0.1051553339,0.0087132342,0.2671194673,0.0186077319,0.3657411039
img_03370.jpg,0.7269470096,0.0053634979,0.001680724,0.0029320249,0.0031739408,0.0050894413,0.0086921724,0.2461212277
img_07330.jpg,0.7872816324,0.0287536494,0.0102510769,0.0105133392,0.0074814092,0.0272518992,0.0440690555,0.0843979418
img_07149.jpg,0.9875797033,0.0009965595,0.0009965595,0.0009965595,0.0029092005,0.0009965595,0.0009965595,0.0045283567
img_05950.jpg,0.9930418134,0.0009940359,0.0009940359,0.0009940359,0.0009940359,0.0009940359,0.0009940359,0.0009940359
img_03014.jpg,0.0063925944,0.0083530024,0.0095652295,0.0056506111,0.9461216927,0.0021685434,0.0037029928,0.018045282
img_00858.jpg,0.7260914445,0.0145292403,0.0058725979,0.0114633143,0.080810681,0.0208917037,0.0148757091,0.1254653186
img_03502.jpg,0.6710857153,0.0676522925,0.0087341685,0.0239670128,0.0043061804,0.0171314217,0.0354095697,0.1717136502
img_03896.jpg,0.9746598601,0.0009954212,0.0009954212,0.0009954212,0.0193676166,0.0009954212,0.0009954212,0.0009954212
img_01930.jpg,0.8478580117,0.0201482493,0.0187865961,0.0159877632,0.0168250557,0.0653368458,0.0092543466,0.0058031119
img_03283.jpg,0.7232523561,0.0779899731,0.0081702694,0.027209362,0.0009995474,0.010125557,0.0049982374,0.1472546607
img_00889.jpg,0.0019577858,0.0025921457,0.0244415756,0.001425609,0.000999141,0.0030746316,0.000999141,0.9645100236
img_01441.jpg,0.0054885368,0.0016857559,0.0013466917,0.0009992145,0.0018313283,0.0021789169,0.0009992145,0.9854703546
img_07906.jpg,0.0064023212,0.005849475,0.0100593809,0.0017257658,0.0009993218,0.0054967143,0.0042755944,0.9651914835
img_02911.jpg,0.8036979437,0.0272289217,0.0068975748,0.1314881593,0.0025357162,0.0016085078,0.00312798,0.02341526
img_01328.jpg,0.838778317,0.0479679704,0.0061091944,0.0150800571,0.0063208155,0.0479284376,0.0083515523,0.0294636339
img_04240.jpg,0.5791267753,0.0100761438,0.0114229545,0.005419638,0.0132866194,0.0268988013,0.0159101244,0.3378589153
img_04814.jpg,0.0136687988,0.0289404225,0.4048186541,0.0142480554,0.0160112362,0.0126920594,0.0080821374,0.5015386343
img_01179.jpg,0.9734818339,0.0009990303,0.0031206163,0.0069013732,0.0083032111,0.0051959022,0.0009990303,0.0009990303
img_05087.jpg,0.9888314605,0.0021316314,0.0010370852,0.0009988007,0.0036286782,0.0009988007,0.001374663,0.0009988007
img_00171.jpg,0.8590212464,0.0096928496,0.0101325391,0.0566165298,0.0371365622,0.0173258688,0.0023429652,0.0077314591
img_05068.jpg,0.6796225905,0.2480573207,0.0009985955,0.0040755891,0.0009985955,0.0009985955,0.0041818866,0.0610668585
img_06616.jpg,0.4835397303,0.0126154171,0.0169183966,0.0110042049,0.0579626858,0.234531641,0.0682902709,0.115137659
img_05721.jpg,0.0030565746,0.0040642084,0.0293831676,0.0021282264,0.0009997387,0.0052369833,0.0014427146,0.9536884427
img_00518.jpg,0.767824769,0.0021396563,0.0056203124,0.0035376127,0.2052090913,0.003529019,0.0038292133,0.0083104502
img_04369.jpg,0.5870156884,0.0431641452,0.0143314553,0.0218768492,0.0128777204,0.0782988742,0.0197118334,0.2227233797
img_00974.jpg,0.8798854947,0.041966781,0.0103169428,0.0169189349,0.0071956408,0.0099276435,0.0043792026,0.0294093937
img_00040.jpg,0.3788598478,0.0166126881,0.0139864413,0.0095176166,0.0342458822,0.0137004415,0.1984819323,0.334595114
img_00103.jpg,0.9697036147,0.0070084962,0.0013723294,0.0038378681,0.000999974,0.0039210422,0.002896223,0.010260486
img_05927.jpg,0.9560475945,0.002267974,0.0009998209,0.0018020666,0.0338187292,0.0012947212,0.0026140418,0.0011550161
img_01687.jpg,0.0227019452,0.0236935057,0.0079059247,0.0022773941,0.0022096131,0.0140356179,0.0282064844,0.8989695311
img_05038.jpg,0.8759375215,0.0163546372,0.0043416535,0.0044321781,0.0242811907,0.0299050808,0.0283797253,0.0163680427
img_07895.jpg,0.9930418134,0.0009940359,0.0009940359,0.0009940359,0.0009940359,0.0009940359,0.0009940359,0.0009940359
img_07199.jpg,0.2799882591,0.0073488019,0.0224621128,0.0320331417,0.6270074248,0.0223072115,0.0072307303,0.0016223335
img_05276.jpg,0.0071664392,0.004758331,0.0043347259,0.0020603798,0.9652959704,0.0027711662,0.0045200586,0.0090929661
img_04386.jpg,0.6492222548,0.0089377919,0.0099022752,0.0074868035,0.0262495093,0.1413777769,0.0235561952,0.1332674623
img_06455.jpg,0.1459767222,0.1526214778,0.0117359525,0.0205583237,0.0009998927,0.0773606673,0.0133568347,0.5773901939
img_06571.jpg,0.9656296372,0.0168074556,0.0009982308,0.0076860213,0.0009982308,0.002044535,0.0009982308,0.0048376359
img_00383.jpg,0.9814447165,0.005587297,0.0009989378,0.0009989378,0.0064216121,0.0009989378,0.0009989378,0.0025506909
img_07717.jpg,0.9827486873,0.0009978083,0.0009978083,0.0010045646,0.001198714,0.0110567799,0.0009978083,0.0009978083
img_02305.jpg,0.0055171587,0.1196126044,0.0048858169,0.0539554842,0.0030494733,0.099950783,0.0145874741,0.698441267
img_05520.jpg,0.3512122631,0.0171132013,0.0232811738,0.01215709,0.0289634764,0.2848638892,0.0203151181,0.2620937526
img_06547.jpg,0.6100798249,0.0159089509,0.0092741055,0.0049043247,0.3156657517,0.0114367874,0.0112945298,0.0214357357
img_06559.jpg,0.8785237074,0.0009993775,0.0009993775,0.0009993775,0.1140542924,0.0019289311,0.0010439705,0.0014509996
img_04629.jpg,0.899535954,0.0009998078,0.0036485584,0.0015121608,0.0451902896,0.003655931,0.0018376579,0.0436196625
img_07409.jpg,0.9203166962,0.0056336038,0.0090933843,0.0063476111,0.0347015969,0.0152971698,0.0049082604,0.0037017257
img_06681.jpg,0.5086169839,0.0629683137,0.0065709837,0.1523830742,0.0009991857,0.0125911497,0.0146387052,0.2412316054
img_00642.jpg,0.4632644355,0.0665626824,0.0094531449,0.3497410119,0.009640866,0.075023517,0.0058676363,0.0204466823
img_00950.jpg,0.0070394725,0.0021264798,0.0084203742,0.0021082328,0.9649236798,0.0052945241,0.002277209,0.0078100208
img_05264.jpg,0.0018823605,0.0378527381,0.1171252951,0.0055356249,0.0018380895,0.0111294333,0.0031591053,0.821477294
img_05085.jpg,0.6762083769,0.0039932635,0.0090294639,0.006639977,0.246282354,0.0078205895,0.0009999598,0.0490260199
img_06042.jpg,0.156956479,0.0034493003,0.0032036651,0.0045694876,0.0025295469,0.021517925,0.0170025434,0.7907710671
img_03847.jpg,0.0631077662,0.0950148106,0.0065686931,0.1040869951,0.0203263629,0.5180983543,0.0123712979,0.1804257184
img_06332.jpg,0.4261415005,0.02016945,0.0348893665,0.0148217082,0.2455265075,0.0347391367,0.1212037429,0.1025085747
img_00018.jpg,0.7098838091,0.2021960765,0.0060828784,0.0305240117,0.0037353639,0.0162765197,0.006747446,0.0245538317
img_02607.jpg,0.5564813614,0.0124111148,0.0129275331,0.0121449865,0.3202267587,0.0717715994,0.0034117224,0.0106249377
img_06986.jpg,0.9093885422,0.030821681,0.0083368123,0.0156819355,0.0180544928,0.0059456341,0.0033720394,0.0083989045
img_02648.jpg,0.0101809511,0.0043381169,0.0278302282,0.0019638697,0.0010689136,0.0082487641,0.0012924962,0.945076704
img_06800.jpg,0.2766122818,0.0307229031,0.0469777919,0.0483132191,0.557978034,0.0146709969,0.009391889,0.0153329512
