NoF,ALB,BET,DOL,LAG,OTHER,SHARK,YFT,image_file
1.96635863148e-08,0.798948526382,0.195349097252,7.55292348913e-05,1.70555640722e-08,0.00105890457053,2.18056757149e-05,0.00454611890018,img_00138.jpg
6.40116681883e-10,3.32649733537e-07,3.09339020532e-06,1.22201001318e-07,1.03965732023e-07,8.93229434862e-10,6.04616712252e-09,0.999996304512,img_00141.jpg
1.27585781229e-05,0.125372320414,0.0618207268417,0.0010307651246,2.39505129684e-06,0.0940745770931,0.0907882079482,0.626898229122,img_00152.jpg
2.57013473004e-11,3.7258320873e-08,2.35430306361e-08,3.2352592827e-10,1.55037565008e-08,5.53157779998e-13,2.06940922731e-10,1.0,img_00161.jpg
4.48392347607e-06,0.0130822630599,2.78830466414e-05,2.11943756767e-06,0.986833155155,1.00051238405e-05,6.16423108113e-08,3.9935206587e-05,img_00170.jpg
7.81984545029e-06,0.421448558569,0.00339828594588,0.470504075289,2.27540272135e-06,0.0959277525544,8.81280211615e-05,0.00862304586917,img_00171.jpg
1.93706159735e-06,0.920773625374,0.000355707277777,0.000345942535205,5.71466944166e-06,0.0756110996008,0.000270249205641,0.00263572693802,img_00175.jpg
3.1894179138e-12,3.10113620117e-07,1.57693165193e-07,1.49290538265e-10,2.76923543652e-07,2.54874463548e-12,9.15550838268e-13,0.999999165535,img_00180.jpg
1.56581265287e-07,0.0934631079435,0.000838260282762,2.35212269217e-06,0.000460229377495,8.77317418713e-08,4.72173780963e-07,0.905235290527,img_00212.jpg
1.46582932459e-08,0.983873188496,0.00121567852329,2.05679643841e-05,1.35650395805e-07,0.0146966781467,5.34804144081e-07,0.000193254571059,img_00223.jpg
3.3496394547e-09,0.0132465288043,0.00267707556486,1.53626069732e-06,5.84748471866e-10,0.98406535387,2.20311065391e-07,9.38183802646e-06,img_00230.jpg
1.51586365682e-09,0.997049033642,0.00233450019732,2.31584223798e-07,1.21310215206e-08,1.74146225618e-05,4.54563377161e-07,0.000598325685132,img_00230.jpg
2.73732112532e-08,0.831733584404,0.0235117878765,7.03497562426e-06,2.21459799832e-07,0.144344702363,1.02390604297e-05,0.000392419518903,img_00230.jpg
2.52949377e-07,0.297870635986,0.694297671318,3.38709105563e-05,5.33989714313e-06,0.000282669847365,7.74342151999e-06,0.00750175816938,img_00230.jpg
8.84850692273e-07,0.000373967923224,0.00125462876167,1.13615080011e-07,3.97556391363e-07,0.000671013374813,0.99258351326,0.00511553464457,img_00232.jpg
3.92776291847e-06,0.432078719139,0.00589465536177,9.48903834797e-05,0.00162690982688,0.559964954853,9.6809144452e-06,0.000326235342072,img_00244.jpg
4.17765627647e-10,0.988401710987,0.000902565836441,2.26437421702e-07,2.21071139173e-09,1.00159249996e-05,1.59414668133e-07,0.0106853563339,img_00280.jpg
7.11750544724e-06,0.914661467075,0.00177121092565,0.0197300352156,5.48711477677e-06,0.0476284176111,0.000148259437992,0.0160480011255,img_00282.jpg
6.11877526424e-09,0.059584274888,0.00162280083168,1.23344765512e-08,7.57221556569e-08,2.27446016652e-05,0.00227370345965,0.936496436596,img_00285.jpg
9.89382881178e-11,0.999806344509,2.29712645705e-06,1.70967894064e-07,1.11988604154e-11,2.50560697168e-06,3.35646404892e-07,0.000188352874829,img_00289.jpg
3.56705277227e-05,0.448637932539,0.00447152927518,0.000374398514396,8.69099458214e-05,0.0981715470552,0.323415130377,0.124806888402,img_00292.jpg
3.85385391155e-07,0.9671844244,0.00674096867442,3.66771419067e-05,4.31161570305e-05,0.0066032204777,2.32772399613e-05,0.019367961213,img_00292.jpg
4.19852131017e-06,0.228813543916,0.524651885033,2.65579037659e-05,0.0674313902855,0.000214379600948,5.94121265749e-05,0.178798630834,img_00292.jpg
2.45474574001e-08,0.000406205217587,1.3165334849e-06,6.58151790844e-08,1.81044657044e-09,1.24885755213e-05,0.99956125021,1.86283778021e-05,img_00302.jpg
4.75759387442e-09,0.98219037056,0.0109496144578,1.43559816479e-06,2.90624882382e-07,1.10055543701e-05,1.64839946137e-07,0.00684712873772,img_00311.jpg
6.59594767694e-10,0.998267054558,4.94781161251e-05,5.71091476331e-08,1.9994108591e-09,0.000635150063317,1.61639590601e-08,0.00104823464062,img_00320.jpg
3.50843833985e-08,0.942768394947,0.00276587973349,1.55724796969e-06,1.70821152778e-07,0.0109053654596,5.15731699124e-06,0.0435535237193,img_00331.jpg
6.49035382594e-06,0.403196126223,0.0141644021496,0.00327957468107,0.000286475435132,0.272609382868,0.000764153432101,0.305693387985,img_00358.jpg
8.82107826783e-07,0.988961398602,0.00205741077662,9.47468947743e-07,0.000314414151944,0.000107916734123,0.00100269028917,0.00755441468209,img_00358.jpg
3.86501142202e-07,0.326046794653,0.183828338981,1.32338154799e-05,5.65348045711e-06,6.38731289655e-05,5.89745941397e-05,0.48998272419,img_00374.jpg
3.08774268376e-08,0.372100710869,0.622171401978,2.35383777181e-05,1.95031148564e-07,1.86290035344e-05,2.46974068432e-05,0.00566081423312,img_00374.jpg
1.40505250101e-07,0.703335523605,0.0494052544236,1.11157387437e-05,0.000446024670964,0.0243712440133,7.4202120004e-07,0.222429960966,img_00374.jpg
7.51240420982e-08,3.07843547489e-05,7.86947111919e-06,0.999929428101,3.60095882002e-08,3.18019556289e-05,9.34314758894e-09,2.11553032869e-08,img_00375.jpg
3.97904216243e-08,0.678608000278,0.000434168643551,2.94623332593e-05,9.77458611828e-08,0.320652455091,1.74045158019e-06,0.000274098332739,img_00376.jpg
5.34766826377e-08,0.993875563145,0.0003145528608,4.60018673039e-05,6.48342819431e-08,0.00553345447406,8.20459945317e-07,0.000229453100474,img_00380.jpg
1.88533303552e-12,0.989259839058,0.0107010919601,2.95980906451e-10,1.34361857818e-06,7.5376233033e-10,2.65134745756e-12,3.770515832e-05,img_00383.jpg
2.69710165313e-09,0.945314466953,0.000552643905394,2.93193025414e-08,1.93272811089e-07,1.88791509572e-05,1.16777208348e-07,0.0541136190295,img_00398.jpg
1.6310267581e-09,0.841822981834,0.156297072768,4.30328768175e-08,3.7305250089e-07,2.02230535251e-06,3.01321172458e-08,0.00187745108269,img_00398.jpg
2.79727245811e-08,0.920546293259,0.000255670456681,0.00217670737766,8.303332244e-09,0.0766053423285,1.492404499e-05,0.000401013239753,img_00407.jpg
4.87973409236e-07,0.948367655277,0.0327255949378,0.000651470094454,0.00021132978145,0.0039385012351,2.87463717541e-05,0.0140762710944,img_00407.jpg
7.54903908273e-07,0.0474684759974,0.000957233540248,7.58365276852e-05,0.00374587159604,1.05834274677e-07,7.38504297715e-08,0.947751700878,img_00417.jpg
1.15585176985e-08,2.61329278146e-05,4.4050244469e-05,1.24525811884e-07,1.56616283675e-06,5.76638425898e-09,1.23379243178e-06,0.999926924706,img_00442.jpg
4.51512027766e-09,0.990253269672,0.00577297853306,3.94068493392e-08,3.42664975506e-06,0.000814075465314,3.37439161058e-07,0.00315585569479,img_00446.jpg
2.66738788923e-06,0.718511760235,0.016070716083,1.99599799089e-05,0.000677350966725,0.00874773506075,6.4937499701e-05,0.255904883146,img_00469.jpg
1.11068322894e-06,0.975684225559,0.0209113340825,2.30424320762e-05,3.72249887732e-05,0.00060755899176,9.98168470687e-05,0.00263569899835,img_00473.jpg
2.43532061184e-09,0.717337429523,0.245156422257,4.26993516101e-08,2.01324141358e-07,1.26752884171e-05,3.18791171594e-06,0.0374899730086,img_00483.jpg
1.93507119661e-07,0.0202039014548,0.0395859889686,1.22257347357e-06,3.37684941769e-05,1.66997742781e-05,1.65977144206e-05,0.940141677856,img_00484.jpg
3.07734262606e-06,0.270114719868,0.600862205029,0.0599829554558,0.000128898958792,4.60880619357e-05,6.11621289863e-05,0.0688008740544,img_00486.jpg
2.50518178291e-06,0.950131118298,0.0163320284337,6.61281010252e-05,0.000220914182137,0.0072961570695,0.000193268526345,0.0257578734308,img_00518.jpg
5.46228079656e-07,0.104019522667,0.000971342204139,0.00013421451149,8.48607742228e-05,1.4135694073e-05,4.68297221232e-05,0.894728541374,img_00533.jpg
1.18259308124e-07,0.908067524433,0.000472192885354,1.57294525707e-05,8.58585626702e-05,0.000155736881425,3.64741799785e-06,0.0911991149187,img_00533.jpg
1.11762838984e-08,0.943085610867,0.0559225082397,2.25272265197e-06,2.14989631786e-05,2.76216487691e-05,3.4767276702e-07,0.00094004283892,img_00538.jpg
3.79571503117e-07,0.511349916458,0.44238242507,7.78540634201e-05,2.81906324062e-07,0.0435256622732,0.000178520669579,0.00248497794382,img_00538.jpg
9.90122117628e-08,0.111071318388,0.0194058716297,2.65267535724e-05,1.78975005838e-05,3.74905710032e-07,6.03215994488e-06,0.86947196722,img_00538.jpg
8.18112504825e-12,0.999990940094,6.71051884638e-06,3.64027086253e-10,1.34078730341e-08,1.85544002385e-09,6.56502907592e-10,2.32483057516e-06,img_00543.jpg
2.79794306834e-07,0.304604977369,0.000450944149634,0.000168972997926,5.15750251395e-08,0.693652391434,0.00076768884901,0.00035481955274,img_00550.jpg
1.64802465008e-08,0.82125222683,0.0171589944512,8.792177141e-06,7.01863882568e-08,0.154632881284,0.000216835076571,0.00673010991886,img_00551.jpg
3.26399367623e-06,0.808702349663,0.0429388396442,0.000266299321083,2.60157448793e-05,0.0268569365144,0.00146434479393,0.119741946459,img_00575.jpg
2.68323702812e-07,0.996202409267,0.000707153638359,0.000133765046485,6.85163176968e-05,0.00243380875327,6.18236306593e-09,0.000454123306554,img_00582.jpg
8.67840790306e-05,0.646665036678,0.00153928087093,0.0565636493266,3.64596280633e-06,0.029874522239,0.0972896143794,0.167977452278,img_00584.jpg
3.65798733526e-08,0.0974663421512,0.00379063352011,1.25388044125e-06,6.87836518409e-06,1.85141689144e-05,4.26468972137e-07,0.898715913296,img_00587.jpg
5.94886451211e-09,0.000861696142238,0.000694286776707,9.16815906749e-07,1.75373236289e-06,1.37125709898e-06,9.32746047511e-07,0.998439013958,img_00590.jpg
2.01527772248e-08,0.000268874602625,0.000620235688984,1.22370067857e-06,4.646203422e-07,1.4066861695e-05,5.17661692356e-06,0.999089956284,img_00591.jpg
4.2215368012e-05,0.902218461037,0.00173367967363,0.00110996281728,0.00322831934318,0.000436612899648,0.00118085218128,0.0900498181581,img_00591.jpg
1.29578046071e-08,0.988962709904,0.00926724635065,8.67442793151e-08,1.56276985308e-06,0.000648101733532,9.73689020611e-06,0.0011106467573,img_00598.jpg
8.99486884975e-09,0.99082583189,0.000418855401222,7.11559277988e-06,1.26582733628e-06,0.0086086653173,2.27631726801e-08,0.000138232557219,img_00598.jpg
8.28507836559e-06,0.917291224003,0.0601148121059,0.000161119547556,0.00025319296401,0.021090740338,3.88567750633e-05,0.00104187394027,img_00598.jpg
5.16247655735e-10,0.121549919248,0.00149688858073,5.56869217405e-08,1.46749300711e-06,8.51500544741e-07,2.14110684738e-08,0.876950740814,img_00599.jpg
3.14071241236e-10,0.99635207653,1.04050673144e-06,1.73290902694e-06,1.21894261351e-09,0.00358315417543,4.80897142552e-07,6.14820673945e-05,img_00612.jpg
1.8513210307e-05,0.440721750259,0.377881556749,0.02836740762,3.53742361767e-05,0.149950310588,3.52422684955e-05,0.00298977224156,img_00620.jpg
1.68745611973e-06,4.67928766739e-05,0.000330328039126,9.05689319097e-07,0.999414086342,1.0121946616e-05,4.50844339639e-08,0.000196007080376,img_00642.jpg
8.47804741966e-08,0.00662648351863,0.0109656322747,5.17368243891e-06,7.96529661784e-07,3.34837807259e-07,0.000185164433788,0.982216358185,img_00646.jpg
3.79771369907e-09,0.991143465042,0.00839983671904,1.04977607407e-06,1.89064087408e-06,9.62265949056e-06,2.38534059172e-09,0.0004441102501,img_00648.jpg
1.47069988543e-06,0.00892572291195,3.85935709346e-05,2.01186649065e-05,5.84595447606e-08,0.689926087856,0.29853194952,0.00255594681948,img_00650.jpg
4.66022640921e-07,0.918014287949,0.00292785605416,0.00359715288505,6.1701297227e-07,0.0406894609332,1.81833365787e-06,0.0347682610154,img_00654.jpg
2.49467252411e-11,0.973863601685,0.00105259148404,8.96267060568e-09,2.24439827834e-10,9.92151427681e-08,1.98958849396e-09,0.0250836554915,img_00664.jpg
1.93495952772e-06,0.929849147797,0.00801660679281,0.0134905856103,4.54673227068e-06,0.000209322199225,3.05542271235e-05,0.0483973771334,img_00664.jpg
1.03624581138e-10,2.87673742605e-06,5.25310451849e-06,2.17916266365e-07,3.04212077751e-09,7.87586162954e-10,6.71618627379e-09,0.99999165535,img_00697.jpg
7.3795854405e-07,0.296969801188,0.0615581907332,0.000291098811431,0.00120202079415,0.639376997948,2.04057118935e-06,0.000599105609581,img_00708.jpg
1.18688792128e-08,0.00194410129916,0.223866403103,8.87010216388e-08,1.32175046019e-06,0.773942053318,3.68849896404e-07,0.000245608302066,img_00716.jpg
2.44806415139e-07,0.36739307642,0.557806670666,0.000298944039969,2.99559883388e-06,0.0727144926786,7.71743361838e-06,0.00177589268424,img_00717.jpg
3.70938721517e-07,0.988721191883,0.00639769947156,4.63857868453e-05,7.32784110369e-06,0.00305948639289,3.15423926622e-06,0.00176440982614,img_00718.jpg
3.66401991414e-07,0.00273189810105,0.00084576808149,9.58247255767e-06,1.36562846365e-07,2.84116049443e-06,0.11901511997,0.877394318581,img_00724.jpg
6.27471408166e-09,0.985556066036,0.00139529572334,8.58680166971e-08,4.59942803843e-08,6.12040166743e-05,4.06615708926e-06,0.0129831759259,img_00726.jpg
1.79884318641e-05,0.758620858192,0.12259105593,0.00634675566107,8.98632861208e-05,0.0612377487123,0.000500715745147,0.0505950674415,img_00729.jpg
6.39548761172e-11,1.39285384648e-06,1.20490376503e-05,3.1320697147e-09,1.26703145753e-08,2.29012120379e-09,4.06436306832e-09,0.99998652935,img_00730.jpg
1.57611680152e-06,0.937521636486,0.000194353095139,0.000105320948933,0.000752514053602,4.43726348749e-05,0.000111534493044,0.0612687245011,img_00730.jpg
5.18313697739e-07,0.97932523489,0.00736290356144,0.00172281020787,3.06986180476e-07,0.0110741388053,9.49547538767e-05,0.000419080315623,img_00757.jpg
9.23697918154e-09,1.26356738406e-07,2.61761812226e-07,2.05190461844e-10,0.999998688698,9.19384479658e-09,3.76536215402e-12,9.38610128287e-07,img_00760.jpg
7.01845351614e-07,0.00369342160411,0.00387296569534,0.00877972133458,2.16133812501e-05,5.80684968554e-07,8.7901759116e-07,0.983630239964,img_00764.jpg
2.0404073986e-09,0.00601279828697,0.97127109766,2.62287631614e-08,1.56123951456e-05,0.0189137849957,3.30331454279e-06,0.00378337921575,img_00765.jpg
5.83042401558e-06,0.01332215406,0.00418618973345,0.532770454884,9.13445745709e-08,0.277061134577,0.00112605269533,0.171528071165,img_00772.jpg
7.57172383601e-05,0.0184493176639,0.0667448416352,0.869487822056,0.000552417070139,0.0212673228234,0.000228658260312,0.0231939144433,img_00772.jpg
1.27358507598e-05,0.508652031422,0.00477780308574,0.0118202241138,4.83528594941e-07,0.433428615332,0.0372525788844,0.00405549956486,img_00773.jpg
4.67675499749e-06,0.0869553983212,0.112939059734,0.00274348584935,9.98076416181e-07,0.796252250671,0.000338099722285,0.000766005658079,img_00777.jpg
6.649407851e-07,0.124080963433,0.000731912208721,2.44232269324e-05,5.66327287288e-08,0.0739895999432,0.0408904664218,0.760281980038,img_00780.jpg
3.10555066108e-07,0.98274487257,0.00774094834924,3.41252125509e-05,0.00891343969852,7.08446896169e-05,3.76606863028e-07,0.000495042419061,img_00798.jpg
2.41069775253e-10,0.99811398983,0.00115812884178,1.0728646771e-07,3.63549403914e-08,0.000311718933517,7.89257157408e-08,0.000416020426201,img_00808.jpg
5.37353741947e-07,0.657142043114,0.306955575943,0.000153058281285,0.000150816878886,0.0354164019227,5.17133094036e-06,0.0001763527398,img_00808.jpg
1.74607600911e-06,0.27430409193,0.716535687447,4.85621676489e-05,0.000842288776767,0.00790205877274,3.49132778865e-06,0.000362031132681,img_00808.jpg
2.49081839598e-08,0.590660750866,0.0132741974667,0.000103761311038,8.60109281575e-08,0.00194748409558,8.45501199365e-06,0.39400523901,img_00816.jpg
1.83245811058e-05,0.817709028721,0.0541416071355,0.00039454374928,0.000981785706244,0.0965560600162,0.0135428300127,0.0166558269411,img_00833.jpg
1.29069380184e-10,0.981044471264,0.00796897336841,6.00195221523e-07,7.09671765797e-10,0.0109353996813,8.03552566708e-08,5.0477203331e-05,img_00837.jpg
2.14429078937e-08,0.706276535988,0.0011250533862,1.49804936882e-05,1.83171789558e-06,0.292541563511,3.04510820115e-07,3.97198273276e-05,img_00837.jpg
8.99657209175e-07,0.78456568718,0.209666997194,0.000248152617132,1.16739943223e-06,0.00395569810644,0.000210212689126,0.00135130120907,img_00855.jpg
6.02502154834e-08,0.545314908028,0.296644628048,3.58013494406e-07,8.83398297447e-06,0.148682400584,1.05406752482e-05,0.00933827646077,img_00855.jpg
1.67099008241e-11,0.955324828625,0.000855470832903,5.83267159016e-08,1.58917809467e-11,0.0435964912176,6.04444805319e-09,0.000223117909627,img_00857.jpg
5.3159037634e-05,0.817042827606,0.0577897615731,0.000115786133392,3.37455312547e-05,0.0123667800799,0.035896115005,0.0767018571496,img_00858.jpg
7.9174367329e-07,0.693229079247,0.294099241495,3.14396129397e-05,3.10995383188e-05,0.011780471541,0.000110926950583,0.000716919486877,img_00865.jpg
1.63268177857e-05,0.138168975711,0.764153182507,0.000556368380785,3.85465791624e-05,0.0955705866218,0.00117801106535,0.000317958678352,img_00865.jpg
1.32609017101e-07,0.461266666651,0.528545618057,6.13283509665e-06,3.5909935832e-05,0.00585648138076,1.6442921833e-06,0.00428741751239,img_00865.jpg
1.42129579217e-07,4.66451638204e-06,3.10260975311e-06,1.20515264435e-09,1.6862682628e-07,8.95724610928e-07,0.999980568886,1.03905431388e-05,img_00902.jpg
7.96392249022e-13,1.85778059603e-08,3.15405515039e-08,3.8463357499e-10,1.58051835508e-10,8.56963718737e-12,2.42978363124e-11,1.0,img_00914.jpg
3.82445449532e-07,0.860631346703,0.000622880528681,2.72666397905e-07,2.75806343097e-07,0.00506023969501,0.0936175659299,0.040067076683,img_00921.jpg
3.72224718603e-07,0.0427268631756,0.0462831407785,0.000196014283574,3.33135139954e-05,6.24490858172e-05,6.78512515151e-06,0.910691022873,img_00927.jpg
4.03971833762e-09,0.584598183632,0.398806750774,4.32600941735e-08,2.72876633289e-07,2.07955636142e-05,1.50084815687e-05,0.0165589544922,img_00943.jpg
2.37276836401e-07,0.950286746025,0.000530600605998,8.15252769826e-06,2.38280946974e-07,0.0373141765594,5.59897052881e-05,0.0118039119989,img_00959.jpg
6.73764901649e-08,0.137375861406,0.00264335633256,3.40453261742e-05,1.06398294619e-08,0.00202990975231,0.000346323737176,0.857570528984,img_00962.jpg
6.28093559385e-08,0.00605958513916,0.00362035259604,0.000862651679199,3.52005315563e-07,3.35612385243e-05,7.51105471863e-06,0.989415884018,img_00962.jpg
1.44949607872e-11,7.8926906677e-11,3.93669263854e-10,1.0,2.31731083974e-13,4.13477030392e-11,2.50934212645e-12,1.5263261488e-10,img_00964.jpg
8.84512303401e-08,0.942920446396,0.0457819700241,0.000109288390377,1.37365736919e-06,0.00589274708182,3.55870156454e-07,0.00529379816726,img_00974.jpg
4.21062108791e-11,1.90230267094e-07,3.24966009657e-07,1.27379138348e-08,1.2558999396e-09,7.40496691742e-11,3.68066532808e-09,0.999999403954,img_00979.jpg
5.93269646743e-07,0.423267245293,0.025646917522,4.82981704408e-05,3.80021162982e-07,0.54501080513,0.00371629442088,0.0023093863856,img_00982.jpg
7.33777696382e-08,0.940051019192,0.000405690487241,2.7867494282e-05,1.67355793224e-07,0.0270568169653,0.00097666378133,0.0314817279577,img_00985.jpg
2.05532941777e-07,0.926596641541,0.0222755856812,8.39264394017e-05,2.50800940194e-06,0.0344347991049,5.54172147531e-05,0.0165509320796,img_00985.jpg
3.24467492874e-08,0.0861741751432,0.0386523641646,3.3413203937e-07,9.74324066192e-05,3.47399463863e-06,2.03659546969e-05,0.875051796436,img_00985.jpg
3.0520279779e-06,0.699432611465,0.0747544541955,4.89008634759e-05,0.000172028798261,0.00519213313237,0.00566699495539,0.21472980082,img_00999.jpg
2.13010225707e-05,0.329381942749,0.00130990298931,1.81466930371e-05,5.78654216952e-05,0.00237313960679,0.514425337315,0.15241239965,img_00999.jpg
3.24363313986e-09,0.940829634666,4.34332250734e-05,7.56531972002e-06,1.96013028031e-09,0.0591160543263,8.39042911593e-07,2.42548367169e-06,img_01022.jpg
2.35048625008e-09,0.996868431568,0.00159908924252,0.000424410682172,4.45264214388e-10,0.00032198059489,5.36157251929e-08,0.000786033808254,img_01031.jpg
1.00531678981e-07,0.415028214455,0.0515913777053,2.89335148409e-05,3.94761485722e-08,0.531917214394,0.000278153544059,0.00115604395978,img_01031.jpg
6.97488303558e-07,0.0111595755443,0.00148795661516,0.000519293942489,6.04387011549e-08,0.986563444138,0.000187208788702,8.18382031866e-05,img_01035.jpg
6.66489502477e-11,2.4853513878e-06,1.42232374856e-05,1.18999488041e-09,3.29223509565e-10,5.50307142078e-08,7.97969676114e-07,0.999982476234,img_01059.jpg
1.03308124721e-07,0.00366189843044,0.0832043737173,4.07846840744e-07,5.14391940669e-05,3.9504218563e-08,0.000824741902761,0.9122569561,img_01103.jpg
4.58029987271e-08,0.792892932892,0.00672081531957,5.67814458918e-06,8.51672120916e-06,0.194764256477,9.52670689003e-07,0.00560683803633,img_01116.jpg
2.57072997556e-07,0.945884406567,0.00109887390863,1.60254476214e-05,3.75061472369e-06,0.0529296733439,2.88225260192e-06,6.40492362436e-05,img_01134.jpg
1.10465876446e-08,0.000888524984475,0.0113885272294,5.24834717908e-07,7.2269365603e-08,0.987582504749,5.51306111447e-05,8.47459305078e-05,img_01168.jpg
4.33928049048e-09,0.996790111065,5.08508346684e-05,8.12574653537e-05,1.79724768401e-08,0.00303743546829,4.32545220974e-07,3.98565971409e-05,img_01179.jpg
7.28474788048e-07,0.0112611372024,0.957183420658,1.67594680534e-06,0.00212402502075,0.0167567133904,1.23770414575e-05,0.0126600284129,img_01188.jpg
4.94378298299e-07,0.930547654629,0.0513187609613,5.34694736416e-05,0.0001680298883,0.0059735076502,5.53205336473e-06,0.01193262171,img_01198.jpg
1.97606486729e-09,0.703283071518,0.295799136162,8.3083887148e-07,2.47813773058e-06,5.20301864526e-06,8.02439714676e-08,0.000909229216632,img_01211.jpg
1.91708315889e-11,0.999866604805,1.83706902135e-06,3.80772391395e-09,1.24437682381e-09,4.8099180276e-05,9.84527182002e-11,8.34379825392e-05,img_01213.jpg
5.5237755987e-06,0.270422548056,0.711873590946,0.000613427837379,0.000150601190398,0.00494246324524,3.17811936839e-05,0.0119600137696,img_01213.jpg
9.45381816564e-06,0.566692829132,0.0875200629234,0.00017794498126,0.203418821096,6.11063805991e-05,6.31409818652e-07,0.142119094729,img_01222.jpg
3.60820928691e-09,2.66156871476e-06,1.68881306308e-05,0.016465427354,5.01156193877e-07,7.16871839668e-10,1.24892327591e-08,0.983514547348,img_01224.jpg
1.77653962911e-14,6.15771184043e-11,9.97295857008e-11,9.94760589006e-13,3.6389693342e-11,2.85315954382e-16,4.55202485406e-14,1.0,img_01253.jpg
8.93104255102e-15,4.69364058731e-09,2.47287457178e-09,3.31036603294e-13,1.70016639656e-10,2.78157657769e-15,1.14920356556e-14,1.0,img_01286.jpg
2.79491425663e-12,6.73969998388e-06,9.98657833406e-06,1.03171349242e-09,2.66273031402e-10,8.22795331867e-10,1.08031728008e-09,0.99998319149,img_01289.jpg
9.27419918639e-10,0.999454557896,0.0001438161853,3.85897266142e-07,5.62917108482e-08,0.000337849021889,4.40799077239e-08,6.31987713859e-05,img_01328.jpg
7.74199691023e-08,0.150676056743,0.843050599098,1.74331125891e-06,2.03011973099e-06,8.31175420899e-05,7.10221320332e-06,0.00617928756401,img_01328.jpg
4.66780466013e-06,0.834771931171,0.00586097640917,0.000976290670224,4.25149737566e-05,0.155888304114,0.000205345539143,0.00224986695684,img_01366.jpg
1.69981595466e-09,0.989850759506,0.00253318739124,5.14023349751e-06,1.47794798622e-08,0.00076739868382,7.60367591113e-09,0.00684350170195,img_01371.jpg
1.46715808569e-06,0.231089055538,0.00348977814429,0.00860826391727,4.2099951969e-08,0.753303468227,0.000646931293886,0.002860969631,img_01377.jpg
